workerid,proliferate.condition,internal_node_id,item_type,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,vignette,error
358,Jordan,0.0-5.0-0.4,honest,50,5041,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,34711,13,html-slider-response,jury,
358,Jordan,0.0-6.0-0.0,traditional,0,905,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",35616,14,html-button-response,music,
358,Jordan,0.0-7.0-0.0,hypocritical,50,1808,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,37425,15,html-slider-response,music,
358,Jordan,0.0-7.0-0.1,good,45,1244,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,38669,16,html-slider-response,music,
358,Jordan,0.0-7.0-0.2,like,47,1212,50,<p>How much do you <b>like</b> Becky?</p><br>,39882,17,html-slider-response,music,
358,Jordan,0.0-7.0-0.3,honest,43,966,50,<p>How <b>honest</b> do you think Becky is?</p><br>,40848,18,html-slider-response,music,
358,Jordan,0.0-7.0-0.4,trustworthy,41,1340,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,42188,19,html-slider-response,music,
358,Jordan,0.0-8.0-0.0,traditional,0,667,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",42855,20,html-button-response,printing,
358,Jordan,0.0-9.0-0.0,like,60,961,50,<p>How much do you <b>like</b> Kevin?</p><br>,43817,21,html-slider-response,printing,
358,Jordan,0.0-9.0-0.1,good,54,2126,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,45944,22,html-slider-response,printing,
358,Jordan,0.0-9.0-0.2,trustworthy,55,870,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,46814,23,html-slider-response,printing,
358,Jordan,0.0-9.0-0.3,honest,69,906,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,47720,24,html-slider-response,printing,
358,Jordan,0.0-9.0-0.4,hypocritical,42,2152,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,49873,25,html-slider-response,printing,
358,Jordan,0.0-10.0,,0,1611,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,51485,26,html-button-response,,
431,Jordan,0.0-0.0,,0,3743,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",3743,0,html-button-response,,
431,Jordan,0.0-1.0,,0,3524,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",7268,1,html-button-response,,
431,Jordan,0.0-2.0-0.0,transgressor,0,12227,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",19495,2,html-button-response,music,
431,Jordan,0.0-3.0-0.0,good,23,6221,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,25717,3,html-slider-response,music,
431,Jordan,0.0-3.0-0.1,like,19,4209,50,<p>How much do you <b>like</b> Becky?</p><br>,29927,4,html-slider-response,music,
431,Jordan,0.0-3.0-0.2,honest,77,4440,50,<p>How <b>honest</b> do you think Becky is?</p><br>,34367,5,html-slider-response,music,
431,Jordan,0.0-3.0-0.3,trustworthy,40,57697,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,92065,6,html-slider-response,music,
431,Jordan,0.0-3.0-0.4,hypocritical,38,51983,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,144048,7,html-slider-response,music,
431,Jordan,0.0-4.0-0.0,transgressor,0,37370,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",181420,8,html-button-response,phone,
431,Jordan,0.0-5.0-0.0,hypocritical,0,5387,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,186807,9,html-slider-response,phone,
431,Jordan,0.0-5.0-0.1,like,34,4438,50,<p>How much do you <b>like</b> Bruce?</p><br>,191246,10,html-slider-response,phone,
431,Jordan,0.0-5.0-0.2,good,32,5235,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,196482,11,html-slider-response,phone,
431,Jordan,0.0-5.0-0.3,honest,36,9006,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,205488,12,html-slider-response,phone,
431,Jordan,0.0-5.0-0.4,trustworthy,33,3860,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,209348,13,html-slider-response,phone,
431,Jordan,0.0-6.0-0.0,transgressor,0,37481,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",246828,14,html-button-response,printing,
431,Jordan,0.0-7.0-0.0,honest,64,3062,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,249891,15,html-slider-response,printing,
431,Jordan,0.0-7.0-0.1,like,71,4406,50,<p>How much do you <b>like</b> Kevin?</p><br>,254298,16,html-slider-response,printing,
431,Jordan,0.0-7.0-0.2,trustworthy,73,1752,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,256050,17,html-slider-response,printing,
431,Jordan,0.0-7.0-0.3,good,63,1659,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,257710,18,html-slider-response,printing,
431,Jordan,0.0-7.0-0.4,hypocritical,35,2975,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,260686,19,html-slider-response,printing,
431,Jordan,0.0-8.0-0.0,transgressor,0,4196,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",264882,20,html-button-response,jury,
431,Jordan,0.0-9.0-0.0,like,67,2416,50,<p>How much do you <b>like</b> Jennifer?</p><br>,267299,21,html-slider-response,jury,
431,Jordan,0.0-9.0-0.1,trustworthy,39,1490,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,268789,22,html-slider-response,jury,
431,Jordan,0.0-9.0-0.2,honest,39,2346,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,271135,23,html-slider-response,jury,
431,Jordan,0.0-9.0-0.3,hypocritical,70,3666,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,274802,24,html-slider-response,jury,
431,Jordan,0.0-9.0-0.4,good,22,4134,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,278936,25,html-slider-response,jury,
431,Jordan,0.0-10.0,,0,1992,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,280928,26,html-button-response,,
414,Jordan,0.0-0.0,,0,2627,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",2629,0,html-button-response,,
414,Jordan,0.0-1.0,,0,1941,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",4571,1,html-button-response,,
414,Jordan,0.0-2.0-0.0,honest,0,22264,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",26836,2,html-button-response,phone,
414,Jordan,0.0-3.0-0.0,trustworthy,41,9819,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,36657,3,html-slider-response,phone,
414,Jordan,0.0-3.0-0.1,honest,73,3275,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,39933,4,html-slider-response,phone,
414,Jordan,0.0-3.0-0.2,hypocritical,1,3005,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,42939,5,html-slider-response,phone,
414,Jordan,0.0-3.0-0.3,like,51,2864,50,<p>How much do you <b>like</b> Bruce?</p><br>,45806,6,html-slider-response,phone,
414,Jordan,0.0-3.0-0.4,good,49,2407,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,48212,7,html-slider-response,phone,
414,Jordan,0.0-4.0-0.0,honest,0,11034,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",59246,8,html-button-response,printing,
414,Jordan,0.0-5.0-0.0,honest,83,2383,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,61630,9,html-slider-response,printing,
414,Jordan,0.0-5.0-0.1,trustworthy,58,2140,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,63770,10,html-slider-response,printing,
414,Jordan,0.0-5.0-0.2,hypocritical,0,3388,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,67159,11,html-slider-response,printing,
414,Jordan,0.0-5.0-0.3,good,51,2821,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,69981,12,html-slider-response,printing,
414,Jordan,0.0-5.0-0.4,like,50,2759,50,<p>How much do you <b>like</b> Kevin?</p><br>,72742,13,html-slider-response,printing,
414,Jordan,0.0-6.0-0.0,honest,0,7800,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",80544,14,html-button-response,music,
414,Jordan,0.0-7.0-0.0,good,50,3048,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,83592,15,html-slider-response,music,
414,Jordan,0.0-7.0-0.1,honest,82,2069,50,<p>How <b>honest</b> do you think Becky is?</p><br>,85662,16,html-slider-response,music,
414,Jordan,0.0-7.0-0.2,like,49,2282,50,<p>How much do you <b>like</b> Becky?</p><br>,87944,17,html-slider-response,music,
414,Jordan,0.0-7.0-0.3,trustworthy,50,2177,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,90122,18,html-slider-response,music,
414,Jordan,0.0-7.0-0.4,hypocritical,0,1687,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,91809,19,html-slider-response,music,
414,Jordan,0.0-8.0-0.0,honest,0,6433,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",98243,20,html-button-response,jury,
414,Jordan,0.0-9.0-0.0,honest,50,3312,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,101556,21,html-slider-response,jury,
414,Jordan,0.0-9.0-0.1,like,51,1410,50,<p>How much do you <b>like</b> Jennifer?</p><br>,102968,22,html-slider-response,jury,
414,Jordan,0.0-9.0-0.2,trustworthy,49,3009,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,105977,23,html-slider-response,jury,
414,Jordan,0.0-9.0-0.3,hypocritical,0,2019,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,107997,24,html-slider-response,jury,
414,Jordan,0.0-9.0-0.4,good,49,2941,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,110939,25,html-slider-response,jury,
414,Jordan,0.0-10.0,,0,5986,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,116928,26,html-button-response,,
662,Jordan,0.0-0.0,,0,23555,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",23558,0,html-button-response,,
662,Jordan,0.0-1.0,,0,1686,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",25245,1,html-button-response,,
662,Jordan,0.0-2.0-0.0,traditional,0,21346,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",46592,2,html-button-response,printing,
662,Jordan,0.0-3.0-0.0,trustworthy,0,6436,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,53030,3,html-slider-response,printing,
662,Jordan,0.0-3.0-0.1,like,19,5605,50,<p>How much do you <b>like</b> Kevin?</p><br>,58636,4,html-slider-response,printing,
662,Jordan,0.0-3.0-0.2,hypocritical,100,6224,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,64862,5,html-slider-response,printing,
662,Jordan,0.0-3.0-0.3,honest,30,7854,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,72717,6,html-slider-response,printing,
662,Jordan,0.0-3.0-0.4,good,49,4700,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,77419,7,html-slider-response,printing,
662,Jordan,0.0-4.0-0.0,traditional,0,13450,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p>",90870,8,html-button-response,jury,
662,Jordan,0.0-5.0-0.0,hypocritical,100,3771,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,94643,9,html-slider-response,jury,
662,Jordan,0.0-5.0-0.1,trustworthy,37,5126,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,99771,10,html-slider-response,jury,
662,Jordan,0.0-5.0-0.2,good,45,4370,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,104142,11,html-slider-response,jury,
662,Jordan,0.0-5.0-0.3,honest,34,5110,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,109254,12,html-slider-response,jury,
662,Jordan,0.0-5.0-0.4,like,38,5541,50,<p>How much do you <b>like</b> Jennifer?</p><br>,114797,13,html-slider-response,jury,
662,Jordan,0.0-6.0-0.0,traditional,0,12391,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",127189,14,html-button-response,phone,
662,Jordan,0.0-7.0-0.0,good,45,5650,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,132840,15,html-slider-response,phone,
662,Jordan,0.0-7.0-0.1,hypocritical,91,8238,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,141080,16,html-slider-response,phone,
662,Jordan,0.0-7.0-0.2,trustworthy,39,4263,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,145344,17,html-slider-response,phone,
662,Jordan,0.0-7.0-0.3,honest,38,3866,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,149211,18,html-slider-response,phone,
662,Jordan,0.0-7.0-0.4,like,47,3831,50,<p>How much do you <b>like</b> Bruce?</p><br>,153042,19,html-slider-response,phone,
662,Jordan,0.0-8.0-0.0,traditional,0,9986,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",163030,20,html-button-response,music,
662,Jordan,0.0-9.0-0.0,like,11,6137,50,<p>How much do you <b>like</b> Becky?</p><br>,169168,21,html-slider-response,music,
662,Jordan,0.0-9.0-0.1,honest,7,6317,50,<p>How <b>honest</b> do you think Becky is?</p><br>,175487,22,html-slider-response,music,
662,Jordan,0.0-9.0-0.2,good,46,3816,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,179304,23,html-slider-response,music,
662,Jordan,0.0-9.0-0.3,hypocritical,100,3520,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,182824,24,html-slider-response,music,
662,Jordan,0.0-9.0-0.4,trustworthy,28,2810,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,185635,25,html-slider-response,music,
662,Jordan,0.0-10.0,,0,9054,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,194690,26,html-button-response,,
370,Jordan,0.0-0.0,,0,27536,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",27537,0,html-button-response,,
370,Jordan,0.0-1.0,,0,1532,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",29071,1,html-button-response,,
370,Jordan,0.0-2.0-0.0,honest,0,32906,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Becky says that she thinks it is morally wrong to download music illegally from the Internet, but that she sometimes does it anyway. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",61979,2,html-button-response,music,
370,Jordan,0.0-3.0-0.0,hypocritical,0,6733,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,68713,3,html-slider-response,music,
370,Jordan,0.0-3.0-0.1,trustworthy,49,13076,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,81791,4,html-slider-response,music,
370,Jordan,0.0-3.0-0.2,like,22,10516,50,<p>How much do you <b>like</b> Becky?</p><br>,92307,5,html-slider-response,music,
370,Jordan,0.0-3.0-0.3,good,50,10028,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,102336,6,html-slider-response,music,
370,Jordan,0.0-3.0-0.4,honest,100,39474,50,<p>How <b>honest</b> do you think Becky is?</p><br>,141812,7,html-slider-response,music,
370,Jordan,0.0-4.0-0.0,honest,0,37818,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Jennifer says that she thinks it is morally wrong to try to get out of jury duty, but that she sometimes does it anyway. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",179632,8,html-button-response,jury,
370,Jordan,0.0-5.0-0.0,trustworthy,50,9235,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,188868,9,html-slider-response,jury,
370,Jordan,0.0-5.0-0.1,hypocritical,0,7562,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,196430,10,html-slider-response,jury,
370,Jordan,0.0-5.0-0.2,like,49,3521,50,<p>How much do you <b>like</b> Jennifer?</p><br>,199953,11,html-slider-response,jury,
370,Jordan,0.0-5.0-0.3,honest,100,5651,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,205605,12,html-slider-response,jury,
370,Jordan,0.0-5.0-0.4,good,49,6399,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,212004,13,html-slider-response,jury,
370,Jordan,0.0-6.0-0.0,honest,0,26187,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Kevin says that he thinks it is morally wrong to use a lot of paper by printing documents single-sided, but that he sometimes does it anyway. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",238192,14,html-button-response,printing,
370,Jordan,0.0-7.0-0.0,honest,100,7679,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,245872,15,html-slider-response,printing,
370,Jordan,0.0-7.0-0.1,trustworthy,50,7364,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,253237,16,html-slider-response,printing,
370,Jordan,0.0-7.0-0.2,good,49,4502,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,257739,17,html-slider-response,printing,
370,Jordan,0.0-7.0-0.3,hypocritical,0,4000,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,261739,18,html-slider-response,printing,
370,Jordan,0.0-7.0-0.4,like,49,2570,50,<p>How much do you <b>like</b> Kevin?</p><br>,264309,19,html-slider-response,printing,
370,Jordan,0.0-8.0-0.0,honest,0,20895,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Bruce says that he thinks it is morally wrong to ignore your mother's phone calls, but that he sometimes does it anyway. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",285204,20,html-button-response,phone,
370,Jordan,0.0-9.0-0.0,honest,100,2273,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,287477,21,html-slider-response,phone,
370,Jordan,0.0-9.0-0.1,like,48,2441,50,<p>How much do you <b>like</b> Bruce?</p><br>,289917,22,html-slider-response,phone,
370,Jordan,0.0-9.0-0.2,good,49,3053,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,292970,23,html-slider-response,phone,
370,Jordan,0.0-9.0-0.3,hypocritical,0,7002,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,299973,24,html-slider-response,phone,
370,Jordan,0.0-9.0-0.4,trustworthy,50,2962,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,302936,25,html-slider-response,phone,
370,Jordan,0.0-10.0,,0,10308,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people judge hypocrites and hypocrites who admit to being hypocritical compared to people who are not hypocritical.</p><h1>Press continue to be redirected to Prolific. </h1>,313245,26,html-button-response,,
356,Jordan,0.0-0.0,,0,5409,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",5413,0,html-button-response,,
356,Jordan,0.0-1.0,,0,2377,,"<p> In this experiment, you will read 4 short stories and answer questions about them. </p>",7791,1,html-button-response,,
356,Jordan,0.0-2.0-0.0,transgressor,0,116508,,"<p>Bruce and his friend are Zach are discussing a mutual acquaintance. Zach mentions that the acquaintance often ignores his mother's phone calls. Shortly after their conversation, Bruce notices that his mother is calling, and ignores the call.</p><br>",124300,2,html-button-response,phone,
356,Jordan,0.0-3.0-0.0,like,35,23703,50,<p>How much do you <b>like</b> Bruce?</p><br>,148004,3,html-slider-response,phone,
356,Jordan,0.0-3.0-0.1,trustworthy,45,6371,50,<p>How <b>trustworthy</b> do you think Bruce is?</p><br>,154376,4,html-slider-response,phone,
356,Jordan,0.0-3.0-0.2,good,26,11993,50,<p>How <b>good a person</b> do you think Bruce is?</p><br>,166370,5,html-slider-response,phone,
356,Jordan,0.0-3.0-0.3,honest,49,8972,50,<p>How <b>honest</b> do you think Bruce is?</p><br>,175341,6,html-slider-response,phone,
356,Jordan,0.0-3.0-0.4,hypocritical,69,2924,50,<p>How <b>hypocritical</b> do you think Bruce is?</p><br>,178267,7,html-slider-response,phone,
356,Jordan,0.0-4.0-0.0,transgressor,0,33731,,"<p>Jennifer and her friend Rose are discussing a mutual acquaintance. Rose mentions that the acquaintance recently tried to get out of jury duty. Shortly after their conversation, Jennifer gets called for jury duty, and tries to get out of it.</p><br>",212000,8,html-button-response,jury,
356,Jordan,0.0-5.0-0.0,honest,20,5973,50,<p>How <b>honest</b> do you think Jennifer is?</p><br>,217973,9,html-slider-response,jury,
356,Jordan,0.0-5.0-0.1,like,20,2019,50,<p>How much do you <b>like</b> Jennifer?</p><br>,219992,10,html-slider-response,jury,
356,Jordan,0.0-5.0-0.2,good,37,2557,50,<p>How <b>good a person</b> do you think Jennifer is?</p><br>,222549,11,html-slider-response,jury,
356,Jordan,0.0-5.0-0.3,trustworthy,4,2434,50,<p>How <b>trustworthy</b> do you think Jennifer is?</p><br>,224985,12,html-slider-response,jury,
356,Jordan,0.0-5.0-0.4,hypocritical,75,3298,50,<p>How <b>hypocritical</b> do you think Jennifer is?</p><br>,228282,13,html-slider-response,jury,
356,Jordan,0.0-6.0-0.0,transgressor,0,61238,,"<p>Becky and her friend Amanda are discussing a mutual acquaintance. Amanda mentions that the acquaintance often downloads music illegally from the Internet. Shortly after their conversation, Becky goes online, and downloads music illegally.</p><br>",289522,14,html-button-response,music,
356,Jordan,0.0-7.0-0.0,honest,80,3253,50,<p>How <b>honest</b> do you think Becky is?</p><br>,292774,15,html-slider-response,music,
356,Jordan,0.0-7.0-0.1,like,66,1516,50,<p>How much do you <b>like</b> Becky?</p><br>,294292,16,html-slider-response,music,
356,Jordan,0.0-7.0-0.2,hypocritical,36,2442,50,<p>How <b>hypocritical</b> do you think Becky is?</p><br>,296735,17,html-slider-response,music,
356,Jordan,0.0-7.0-0.3,trustworthy,52,2542,50,<p>How <b>trustworthy</b> do you think Becky is?</p><br>,299277,18,html-slider-response,music,
356,Jordan,0.0-7.0-0.4,good,51,2592,50,<p>How <b>good a person</b> do you think Becky is?</p><br>,301870,19,html-slider-response,music,
356,Jordan,0.0-8.0-0.0,transgressor,0,15617,,"<p>Kevin and his friend Jack are discussing a mutual acquaintance. Jack mentions that the acquaintance often uses a lot of paper by printing documents single-sided. Shortly after their conversation, Kevin has a large document to print, and uses a lot of paper by printing it single-sided.</p><br>",317487,20,html-button-response,printing,
356,Jordan,0.0-9.0-0.0,honest,69,2274,50,<p>How <b>honest</b> do you think Kevin is?<p><br>,319761,21,html-slider-response,printing,
356,Jordan,0.0-9.0-0.1,trustworthy,65,18714,50,<p>How <b>trustworthy</b> do you think Kevin is?</p><br>,338477,22,html-slider-response,printing,
356,Jordan,0.0-9.0-0.2,good,51,2693,50,<p>How <b>good a person</b> do you think Kevin is?</p><br>,341170,23,html-slider-response,printing,
356,Jordan,0.0-9.0-0.3,hypocritical,61,4147,50,<p>How <b>hypocritical</b> do you think Kevin is?</p><br>,345318,24,html-slider-response,printing,
356,Jordan,0.0-9.0-0.4,like,40,2052,50,<p>How much do you <b>like</b> Kevin?</p><br>,347370,25,html-slider-response,printing,
