workerid,proliferate.condition,internal_node_id,item,item_type,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,error
149,critcher,0.0-4.0-0.1,justin-reservations,moral,1,4978,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,55455,6,html-slider-response,
149,critcher,0.0-4.0-0.2,justin-certain,moral,1,2764,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,58220,7,html-slider-response,
149,critcher,0.0-4.0-0.3,justin-far,moral,1,3942,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,62165,8,html-slider-response,
149,critcher,0.0-4.0-0.4,justin-principles,moral,7,2739,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,64907,9,html-slider-response,
149,critcher,0.0-4.0-0.5,justin-deep,moral,7,3995,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,68905,10,html-slider-response,
149,critcher,0.0-4.0-0.6,justin-standards,moral,7,2095,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,71002,11,html-slider-response,
149,critcher,0.0-4.0-0.7,justin-calm,moral,7,2512,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,73516,12,html-slider-response,
149,critcher,0.0-4.0-0.8,justin-upset,moral,1,4059,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,77577,13,html-slider-response,
149,critcher,0.0-4.0-0.9,nate-conflicted,moral,2,7460,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,85039,14,html-slider-response,
149,critcher,0.0-4.0-0.10,nate-reservations,moral,6,2438,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,87479,15,html-slider-response,
149,critcher,0.0-4.0-0.11,nate-certain,moral,6,3028,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,90510,16,html-slider-response,
149,critcher,0.0-4.0-0.12,nate-far,moral,6,6766,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,97278,17,html-slider-response,
149,critcher,0.0-4.0-0.13,nate-principles,moral,4,3829,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,101110,18,html-slider-response,
149,critcher,0.0-4.0-0.14,nate-deep,moral,5,5530,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,106644,19,html-slider-response,
149,critcher,0.0-4.0-0.15,nate-standards,moral,5,2801,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,109448,20,html-slider-response,
149,critcher,0.0-4.0-0.16,nate-calm,moral,5,5003,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,114453,21,html-slider-response,
149,critcher,0.0-4.0-0.17,nate-upset,moral,2,6084,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,120540,22,html-slider-response,
149,critcher,0.0-5.0-0.0,,manipulation_check_justin,7,3480,4,<p>How quickly did Justin make his decision?</p><br>,124022,23,html-slider-response,
149,critcher,0.0-5.0-0.1,,manipulation_check_nate,1,1660,4,<p>How quickly did Nate make his decision?</p><br>,125684,24,html-slider-response,
149,critcher,0.0-6.0,,,0,4136,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how whether someone makes a decision fast or slow influences people's judgements of the morality of their decisions.</p><h1>Press continue to be redirected to Prolific. </h1>,129822,25,html-button-response,
75,critcher,0.0-0.0,,,0,5392,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",5394,0,html-button-response,
75,critcher,0.0-1.0,,,0,13734,,"<p> In this experiment, you will read a story about two different individuals. You will then be asked to evaluate their moral character and personality. </p><p>Please read the following story carefully. </p>",19130,1,html-button-response,
75,critcher,0.0-2.0-0.0,,moral,0,67718,,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p> ",86849,2,html-button-response,
75,critcher,0.0-3.0-0.0,,manipulation_check_justin,7,5358,4,<p>How quickly did Justin make his decision?</p><br>,92208,3,html-slider-response,
75,critcher,0.0-3.0-0.1,,manipulation_check_nate,2,4728,4,<p>How quickly did Nate make his decision?</p><br>,96937,4,html-slider-response,
75,critcher,0.0-4.0-0.0,justin-conflicted,moral,7,9339,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,106276,5,html-slider-response,
75,critcher,0.0-4.0-0.1,justin-reservations,moral,1,6008,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,112285,6,html-slider-response,
75,critcher,0.0-4.0-0.2,justin-certain,moral,1,5869,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,118155,7,html-slider-response,
75,critcher,0.0-4.0-0.3,justin-far,moral,6,6172,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,124328,8,html-slider-response,
75,critcher,0.0-4.0-0.4,justin-principles,moral,7,2455,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,126784,9,html-slider-response,
75,critcher,0.0-4.0-0.5,justin-deep,moral,6,7301,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,134086,10,html-slider-response,
75,critcher,0.0-4.0-0.6,justin-standards,moral,6,5134,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,139220,11,html-slider-response,
75,critcher,0.0-4.0-0.7,justin-calm,moral,6,6378,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,145599,12,html-slider-response,
75,critcher,0.0-4.0-0.8,justin-upset,moral,5,11796,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,157396,13,html-slider-response,
75,critcher,0.0-4.0-0.9,nate-conflicted,moral,5,11523,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,168920,14,html-slider-response,
75,critcher,0.0-4.0-0.10,nate-reservations,moral,5,2859,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,171780,15,html-slider-response,
75,critcher,0.0-4.0-0.11,nate-certain,moral,3,6719,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,178499,16,html-slider-response,
75,critcher,0.0-4.0-0.12,nate-far,moral,4,8759,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,187259,17,html-slider-response,
75,critcher,0.0-4.0-0.13,nate-principles,moral,5,5902,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,193161,18,html-slider-response,
75,critcher,0.0-4.0-0.14,nate-deep,moral,5,3456,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,196618,19,html-slider-response,
75,critcher,0.0-4.0-0.15,nate-standards,moral,5,2975,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,199593,20,html-slider-response,
75,critcher,0.0-4.0-0.16,nate-calm,moral,4,5109,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,204703,21,html-slider-response,
75,critcher,0.0-4.0-0.17,nate-upset,moral,3,3821,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,208525,22,html-slider-response,
75,critcher,0.0-5.0-0.0,,manipulation_check_justin,7,4753,4,<p>How quickly did Justin make his decision?</p><br>,213279,23,html-slider-response,
75,critcher,0.0-5.0-0.1,,manipulation_check_nate,2,2944,4,<p>How quickly did Nate make his decision?</p><br>,216224,24,html-slider-response,
75,critcher,0.0-6.0,,,0,9552,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how whether someone makes a decision fast or slow influences people's judgements of the morality of their decisions.</p><h1>Press continue to be redirected to Prolific. </h1>,225777,25,html-button-response,
59,critcher,0.0-0.0,,,0,1672,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",1673,0,html-button-response,
59,critcher,0.0-1.0,,,0,1244,,"<p> In this experiment, you will read a story about two different individuals. You will then be asked to evaluate their moral character and personality. </p><p>Please read the following story carefully. </p>",2918,1,html-button-response,
59,critcher,0.0-2.0-0.0,,moral,0,64869,,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p> ",67788,2,html-button-response,
59,critcher,0.0-3.0-0.0,,manipulation_check_justin,7,5976,4,<p>How quickly did Justin make his decision?</p><br>,73766,3,html-slider-response,
59,critcher,0.0-3.0-0.1,,manipulation_check_nate,1,3977,4,<p>How quickly did Nate make his decision?</p><br>,77744,4,html-slider-response,
59,critcher,0.0-4.0-0.0,justin-conflicted,moral,7,9633,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,87378,5,html-slider-response,
59,critcher,0.0-4.0-0.1,justin-reservations,moral,1,7386,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,94765,6,html-slider-response,
59,critcher,0.0-4.0-0.2,justin-certain,moral,1,7499,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,102265,7,html-slider-response,
59,critcher,0.0-4.0-0.3,justin-far,moral,2,6977,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,109243,8,html-slider-response,
59,critcher,0.0-4.0-0.4,justin-principles,moral,7,4643,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,113887,9,html-slider-response,
59,critcher,0.0-4.0-0.5,justin-deep,moral,7,7526,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,121415,10,html-slider-response,
59,critcher,0.0-4.0-0.6,justin-standards,moral,7,6208,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,127623,11,html-slider-response,
59,critcher,0.0-4.0-0.7,justin-calm,moral,7,13945,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,141569,12,html-slider-response,
59,critcher,0.0-4.0-0.8,justin-upset,moral,1,6322,4,<p>Justin was able to decide quickly. He decided not to steal the money. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,147892,13,html-slider-response,
59,critcher,0.0-4.0-0.9,nate-conflicted,moral,1,9386,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,157278,14,html-slider-response,
59,critcher,0.0-4.0-0.10,nate-reservations,moral,1,2516,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,159795,15,html-slider-response,
59,critcher,0.0-4.0-0.11,nate-certain,moral,6,5634,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,165429,16,html-slider-response,
59,critcher,0.0-4.0-0.12,nate-far,moral,3,8947,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,174377,17,html-slider-response,
59,critcher,0.0-4.0-0.13,nate-principles,moral,2,12984,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,187362,18,html-slider-response,
59,critcher,0.0-4.0-0.14,nate-deep,moral,5,13713,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,201076,19,html-slider-response,
59,critcher,0.0-4.0-0.15,nate-standards,moral,3,5297,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,206375,20,html-slider-response,
59,critcher,0.0-4.0-0.16,nate-calm,moral,2,7005,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,213381,21,html-slider-response,
59,critcher,0.0-4.0-0.17,nate-upset,moral,3,4934,4,<p>Nate was only able to decide after thinking for a long time. He decided not to steal the money. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,218316,22,html-slider-response,
59,critcher,0.0-5.0-0.0,,manipulation_check_justin,7,4630,4,<p>How quickly did Justin make his decision?</p><br>,222947,23,html-slider-response,
59,critcher,0.0-5.0-0.1,,manipulation_check_nate,1,4586,4,<p>How quickly did Nate make his decision?</p><br>,227533,24,html-slider-response,
59,critcher,0.0-6.0,,,0,3836,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how whether someone makes a decision fast or slow influences people's judgements of the morality of their decisions.</p><h1>Press continue to be redirected to Prolific. </h1>,231371,25,html-button-response,
100,critcher,0.0-0.0,,,0,3400,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",3401,0,html-button-response,
100,critcher,0.0-1.0,,,0,30892,,"<p> In this experiment, you will read a story about two different individuals. You will then be asked to evaluate their moral character and personality. </p><p>Please read the following story carefully. </p>",34294,1,html-button-response,
100,critcher,0.0-2.0-0.0,,immoral,0,65155,,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",99449,2,html-button-response,
100,critcher,0.0-3.0-0.0,,manipulation_check_justin,2,5640,4,<p>How quickly did Justin make his decision?</p><br>,105090,3,html-slider-response,
100,critcher,0.0-3.0-0.1,,manipulation_check_nate,7,2400,4,<p>How quickly did Nate make his decision?</p><br>,107491,4,html-slider-response,
100,critcher,0.0-4.0-0.0,justin-conflicted,immoral,6,8704,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,116196,5,html-slider-response,
100,critcher,0.0-4.0-0.1,justin-reservations,immoral,2,2916,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,119113,6,html-slider-response,
100,critcher,0.0-4.0-0.2,justin-certain,immoral,3,3865,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,122978,7,html-slider-response,
100,critcher,0.0-4.0-0.3,justin-far,immoral,3,2886,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,125865,8,html-slider-response,
100,critcher,0.0-4.0-0.4,justin-principles,immoral,2,2752,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,128617,9,html-slider-response,
100,critcher,0.0-4.0-0.5,justin-deep,immoral,3,6221,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,134839,10,html-slider-response,
100,critcher,0.0-4.0-0.6,justin-standards,immoral,2,2286,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,137125,11,html-slider-response,
100,critcher,0.0-4.0-0.7,justin-calm,immoral,3,3615,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,140740,12,html-slider-response,
100,critcher,0.0-4.0-0.8,justin-upset,immoral,5,2479,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,143220,13,html-slider-response,
100,critcher,0.0-4.0-0.9,nate-conflicted,immoral,1,4366,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,147586,14,html-slider-response,
100,critcher,0.0-4.0-0.10,nate-reservations,immoral,5,2073,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,149660,15,html-slider-response,
100,critcher,0.0-4.0-0.11,nate-certain,immoral,6,2382,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,152042,16,html-slider-response,
100,critcher,0.0-4.0-0.12,nate-far,immoral,5,3761,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,155803,17,html-slider-response,
100,critcher,0.0-4.0-0.13,nate-principles,immoral,5,2126,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,157929,18,html-slider-response,
100,critcher,0.0-4.0-0.14,nate-deep,immoral,7,4375,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,162305,19,html-slider-response,
100,critcher,0.0-4.0-0.15,nate-standards,immoral,6,2486,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,164791,20,html-slider-response,
100,critcher,0.0-4.0-0.16,nate-calm,immoral,5,4615,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,169407,21,html-slider-response,
100,critcher,0.0-4.0-0.17,nate-upset,immoral,3,2636,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate became upset and acted without thinking?</p><br>,172043,22,html-slider-response,
100,critcher,0.0-5.0-0.0,,manipulation_check_justin,7,2858,4,<p>How quickly did Justin make his decision?</p><br>,174902,23,html-slider-response,
100,critcher,0.0-5.0-0.1,,manipulation_check_nate,1,2420,4,<p>How quickly did Nate make his decision?</p><br>,177322,24,html-slider-response,
100,critcher,0.0-6.0,,,0,2307,,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how whether someone makes a decision fast or slow influences people's judgements of the morality of their decisions.</p><h1>Press continue to be redirected to Prolific. </h1>,179629,25,html-button-response,
113,critcher,0.0-0.0,,,0,3435,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",3441,0,html-button-response,
113,critcher,0.0-1.0,,,0,4862,,"<p> In this experiment, you will read a story about two different individuals. You will then be asked to evaluate their moral character and personality. </p><p>Please read the following story carefully. </p>",8304,1,html-button-response,
113,critcher,0.0-2.0-0.0,,immoral,0,140572,,"<p>Justin and Nate were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p>  <p> Justin saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p><p> In contrast, Nate saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",148870,2,html-button-response,
113,critcher,0.0-3.0-0.0,,manipulation_check_justin,7,5515,4,<p>How quickly did Justin make his decision?</p><br>,154389,3,html-slider-response,
113,critcher,0.0-3.0-0.1,,manipulation_check_nate,1,2729,4,<p>How quickly did Nate make his decision?</p><br>,157120,4,html-slider-response,
113,critcher,0.0-4.0-0.0,justin-conflicted,immoral,6,9836,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt conflicted when making his decision?</p><br>,166957,5,html-slider-response,
113,critcher,0.0-4.0-0.1,justin-reservations,immoral,2,7784,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin had reservations when making his decision?</p><br>,174742,6,html-slider-response,
113,critcher,0.0-4.0-0.2,justin-certain,immoral,2,4732,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin felt certain in his decision?</p><br>,179475,7,html-slider-response,
113,critcher,0.0-4.0-0.3,justin-far,immoral,2,8141,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>How far do you think Justin was from choosing the alternate course of action?</p><br>,187618,8,html-slider-response,
113,critcher,0.0-4.0-0.4,justin-principles,immoral,3,6624,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral principles?</p><br>,194243,9,html-slider-response,
113,critcher,0.0-4.0-0.5,justin-deep,immoral,5,10234,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Justin has the moral principles and knowledge to do the right thing?</p><br>,204478,10,html-slider-response,
113,critcher,0.0-4.0-0.6,justin-standards,immoral,4,4842,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>Do you think Justin has good or bad moral standards?</p><br>,209321,11,html-slider-response,
113,critcher,0.0-4.0-0.7,justin-calm,immoral,5,22007,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin remained calm and emotionally contained when making his decision?</p><br>,231329,12,html-slider-response,
113,critcher,0.0-4.0-0.8,justin-upset,immoral,5,10988,4,<p>Justin was able to decide quickly. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Justin became upset and acted without thinking?</p><br>,242318,13,html-slider-response,
113,critcher,0.0-4.0-0.9,nate-conflicted,immoral,1,8844,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt conflicted when making his decision?</p><br>,251163,14,html-slider-response,
113,critcher,0.0-4.0-0.10,nate-reservations,immoral,7,3542,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate had reservations when making his decision?</p><br>,254706,15,html-slider-response,
113,critcher,0.0-4.0-0.11,nate-certain,immoral,7,3629,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate felt certain in his decision?</p><br>,258336,16,html-slider-response,
113,critcher,0.0-4.0-0.12,nate-far,immoral,7,6565,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>How far do you think Nate was from choosing the alternate course of action?</p><br>,264902,17,html-slider-response,
113,critcher,0.0-4.0-0.13,nate-principles,immoral,6,6294,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral principles?</p><br>,271197,18,html-slider-response,
113,critcher,0.0-4.0-0.14,nate-deep,immoral,6,6976,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think deep down Nate has the moral principles and knowledge to do the right thing?</p><br>,278174,19,html-slider-response,
113,critcher,0.0-4.0-0.15,nate-standards,immoral,6,4493,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>Do you think Nate has good or bad moral standards?</p><br>,282669,20,html-slider-response,
113,critcher,0.0-4.0-0.16,nate-calm,immoral,2,10752,4,<p>Nate was only able to decide after thinking for a long time. He decided to pocket the money and drive off. </p><br><p>To what extent do you think Nate remained calm and emotionally contained when making his decision?</p><br>,293421,21,html-slider-response,
