workerid,proliferate.condition,internal_node_id,question_order,response,rt,slider_start,stimulus,time_elapsed,trial_index,trial_type,type,error
217,Atir,0.0-3.0-0.9,,5,2267,4,<p>stock options</p><br>,52707,13,html-slider-response,finance term,
217,Atir,0.0-3.0-0.10,,6,1788,4,<p>inflation</p><br>,54496,14,html-slider-response,finance term,
217,Atir,0.0-3.0-0.11,,5,1777,4,<p>private equity fund</p><br>,56274,15,html-slider-response,finance term,
217,Atir,0.0-3.0-0.12,,6,1814,4,<p>interest rate</p><br>,58089,16,html-slider-response,finance term,
217,Atir,0.0-3.0-0.13,,4,2741,4,<p>Roth IRA</p><br>,60830,17,html-slider-response,finance term,
217,Atir,0.0-3.0-0.14,,2,4775,4,<p>whole life insurance</p><br>,65606,18,html-slider-response,finance term,
217,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",72080,,,137687,19,survey-multi-choice,FLquiz,
217,Atir,0.0-5.0,,0,1905,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",139594,20,html-button-response,,
223,Atir,0.0-0.0,,0,3457,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",3459,0,html-button-response,,
223,Atir,0.0-1.0,,0,3320,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,6780,1,html-button-response,,
223,Atir,0.0-2.0-0.0,,1,6784,4,<p>pre-rated stocks</p><br>,13566,2,html-slider-response,finance term,
223,Atir,0.0-2.0-0.1,,3,5583,4,<p>fixed-rate deduction</p><br>,19150,3,html-slider-response,finance term,
223,Atir,0.0-2.0-0.2,,4,4522,4,<p>annualized credit</p><br>,23673,4,html-slider-response,finance term,
223,Atir,0.0-2.0-0.3,,5,2627,4,<p>tax bracket</p><br>,26301,5,html-slider-response,finance term,
223,Atir,0.0-2.0-0.4,,7,2999,4,<p>fixed-rate mortgage</p><br>,29300,6,html-slider-response,finance term,
223,Atir,0.0-2.0-0.5,,6,2791,4,<p>home equity</p><br>,32092,7,html-slider-response,finance term,
223,Atir,0.0-2.0-0.6,,2,5716,4,<p>revolving credit</p><br>,37809,8,html-slider-response,finance term,
223,Atir,0.0-2.0-0.7,,2,7104,4,<p>vesting</p><br>,44914,9,html-slider-response,finance term,
223,Atir,0.0-2.0-0.8,,7,2499,4,<p>retirement</p><br>,47414,10,html-slider-response,finance term,
223,Atir,0.0-2.0-0.9,,7,2071,4,<p>stock options</p><br>,49486,11,html-slider-response,finance term,
223,Atir,0.0-2.0-0.10,,7,1818,4,<p>inflation</p><br>,51305,12,html-slider-response,finance term,
223,Atir,0.0-2.0-0.11,,5,3158,4,<p>private equity fund</p><br>,54464,13,html-slider-response,finance term,
223,Atir,0.0-2.0-0.12,,7,2059,4,<p>interest rate</p><br>,56524,14,html-slider-response,finance term,
223,Atir,0.0-2.0-0.13,,1,2350,4,<p>Roth IRA</p><br>,58875,15,html-slider-response,finance term,
223,Atir,0.0-2.0-0.14,,3,3141,4,<p>whole life insurance</p><br>,62017,16,html-slider-response,finance term,
223,Atir,0.0-3.0-0.0,,3,8261,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",70278,17,html-slider-response,self-rating,
223,Atir,0.0-3.0-0.1,,3,6261,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,76540,18,html-slider-response,self-rating,
223,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'More', 'savingsAccount': 'More than $102'}",54548,,,131089,19,survey-multi-choice,FLquiz,
223,Atir,0.0-5.0,,0,2004,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",133095,20,html-button-response,,
270,Atir,0.0-0.0,,0,3095,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",3099,0,html-button-response,,
270,Atir,0.0-1.0,,0,2907,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,6008,1,html-button-response,,
270,Atir,0.0-2.0-0.0,,3,4541,4,<p>pre-rated stocks</p><br>,10551,2,html-slider-response,finance term,
270,Atir,0.0-2.0-0.1,,3,8682,4,<p>fixed-rate deduction</p><br>,19234,3,html-slider-response,finance term,
270,Atir,0.0-2.0-0.2,,2,6973,4,<p>annualized credit</p><br>,26209,4,html-slider-response,finance term,
270,Atir,0.0-2.0-0.3,,2,3343,4,<p>tax bracket</p><br>,29553,5,html-slider-response,finance term,
270,Atir,0.0-2.0-0.4,,2,10833,4,<p>fixed-rate mortgage</p><br>,40388,6,html-slider-response,finance term,
270,Atir,0.0-2.0-0.5,,2,6499,4,<p>home equity</p><br>,46888,7,html-slider-response,finance term,
270,Atir,0.0-2.0-0.6,,2,4723,4,<p>revolving credit</p><br>,51613,8,html-slider-response,finance term,
270,Atir,0.0-2.0-0.7,,2,2706,4,<p>vesting</p><br>,54320,9,html-slider-response,finance term,
270,Atir,0.0-2.0-0.8,,5,3191,4,<p>retirement</p><br>,57513,10,html-slider-response,finance term,
270,Atir,0.0-2.0-0.9,,6,2080,4,<p>stock options</p><br>,59594,11,html-slider-response,finance term,
270,Atir,0.0-2.0-0.10,,6,2541,4,<p>inflation</p><br>,62136,12,html-slider-response,finance term,
270,Atir,0.0-2.0-0.11,,2,3900,4,<p>private equity fund</p><br>,66037,13,html-slider-response,finance term,
270,Atir,0.0-2.0-0.12,,6,2551,4,<p>interest rate</p><br>,68590,14,html-slider-response,finance term,
270,Atir,0.0-2.0-0.13,,2,2879,4,<p>Roth IRA</p><br>,71470,15,html-slider-response,finance term,
270,Atir,0.0-2.0-0.14,,7,5357,4,<p>whole life insurance</p><br>,76828,16,html-slider-response,finance term,
270,Atir,0.0-3.0-0.0,,5,5029,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",81858,17,html-slider-response,self-rating,
270,Atir,0.0-3.0-0.1,,5,36652,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,118511,18,html-slider-response,self-rating,
270,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': ""Don't know"", 'mortgage': ""Don't know"", 'inflation': 'Less', 'savingsAccount': 'More than $102'}",112428,,,230943,19,survey-multi-choice,FLquiz,
270,Atir,0.0-5.0,,0,2414,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",233361,20,html-button-response,,
264,Atir,0.0-0.0,,0,1085,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",1087,0,html-button-response,,
264,Atir,0.0-1.0-0.0,,3,3711,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",4800,1,html-slider-response,self-rating,
264,Atir,0.0-1.0-0.1,,2,2748,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,7550,2,html-slider-response,self-rating,
264,Atir,0.0-2.0,,0,781,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,8333,3,html-button-response,,
264,Atir,0.0-3.0-0.0,,1,7565,4,<p>pre-rated stocks</p><br>,15900,4,html-slider-response,finance term,
264,Atir,0.0-3.0-0.1,,2,2363,4,<p>fixed-rate deduction</p><br>,18265,5,html-slider-response,finance term,
264,Atir,0.0-3.0-0.2,,1,28666,4,<p>annualized credit</p><br>,46932,6,html-slider-response,finance term,
264,Atir,0.0-3.0-0.3,,1,8415,4,<p>tax bracket</p><br>,55349,7,html-slider-response,finance term,
264,Atir,0.0-3.0-0.4,,7,42714,4,<p>fixed-rate mortgage</p><br>,98064,8,html-slider-response,finance term,
264,Atir,0.0-3.0-0.5,,5,2149,4,<p>home equity</p><br>,100214,9,html-slider-response,finance term,
264,Atir,0.0-3.0-0.6,,6,49617,4,<p>revolving credit</p><br>,149831,10,html-slider-response,finance term,
264,Atir,0.0-3.0-0.7,,2,3464,4,<p>vesting</p><br>,153297,11,html-slider-response,finance term,
264,Atir,0.0-3.0-0.8,,7,2132,4,<p>retirement</p><br>,155432,12,html-slider-response,finance term,
264,Atir,0.0-3.0-0.9,,2,2132,4,<p>stock options</p><br>,157565,13,html-slider-response,finance term,
264,Atir,0.0-3.0-0.10,,6,4814,4,<p>inflation</p><br>,162381,14,html-slider-response,finance term,
264,Atir,0.0-3.0-0.11,,3,6015,4,<p>private equity fund</p><br>,168398,15,html-slider-response,finance term,
264,Atir,0.0-3.0-0.12,,6,1881,4,<p>interest rate</p><br>,170280,16,html-slider-response,finance term,
264,Atir,0.0-3.0-0.13,,1,2115,4,<p>Roth IRA</p><br>,172398,17,html-slider-response,finance term,
264,Atir,0.0-3.0-0.14,,6,2515,4,<p>whole life insurance</p><br>,174914,18,html-slider-response,finance term,
264,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'True', 'interest': 'Fall', 'mortgage': 'False', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",120682,,,295634,19,survey-multi-choice,FLquiz,
264,Atir,0.0-5.0,,0,1611,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",297250,20,html-button-response,,
232,Atir,0.0-0.0,,0,5163,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",5164,0,html-button-response,,
232,Atir,0.0-1.0-0.0,,3,4640,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",9806,1,html-slider-response,self-rating,
232,Atir,0.0-1.0-0.1,,4,8815,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,18621,2,html-slider-response,self-rating,
232,Atir,0.0-2.0,,0,5945,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,24566,3,html-button-response,,
232,Atir,0.0-3.0-0.0,,2,5459,4,<p>pre-rated stocks</p><br>,30026,4,html-slider-response,finance term,
232,Atir,0.0-3.0-0.1,,3,4924,4,<p>fixed-rate deduction</p><br>,34951,5,html-slider-response,finance term,
232,Atir,0.0-3.0-0.2,,5,2577,4,<p>annualized credit</p><br>,37530,6,html-slider-response,finance term,
232,Atir,0.0-3.0-0.3,,6,2540,4,<p>tax bracket</p><br>,40071,7,html-slider-response,finance term,
232,Atir,0.0-3.0-0.4,,3,3120,4,<p>fixed-rate mortgage</p><br>,43191,8,html-slider-response,finance term,
232,Atir,0.0-3.0-0.5,,2,3247,4,<p>home equity</p><br>,46439,9,html-slider-response,finance term,
232,Atir,0.0-3.0-0.6,,1,2385,4,<p>revolving credit</p><br>,48824,10,html-slider-response,finance term,
232,Atir,0.0-3.0-0.7,,1,2244,4,<p>vesting</p><br>,51068,11,html-slider-response,finance term,
232,Atir,0.0-3.0-0.8,,5,3023,4,<p>retirement</p><br>,54092,12,html-slider-response,finance term,
232,Atir,0.0-3.0-0.9,,5,1677,4,<p>stock options</p><br>,55770,13,html-slider-response,finance term,
232,Atir,0.0-3.0-0.10,,6,1958,4,<p>inflation</p><br>,57729,14,html-slider-response,finance term,
232,Atir,0.0-3.0-0.11,,2,2120,4,<p>private equity fund</p><br>,59850,15,html-slider-response,finance term,
232,Atir,0.0-3.0-0.12,,5,1617,4,<p>interest rate</p><br>,61468,16,html-slider-response,finance term,
232,Atir,0.0-3.0-0.13,,3,2645,4,<p>Roth IRA</p><br>,64114,17,html-slider-response,finance term,
232,Atir,0.0-3.0-0.14,,3,2503,4,<p>whole life insurance</p><br>,66619,18,html-slider-response,finance term,
232,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",54677,,,121297,19,survey-multi-choice,FLquiz,
232,Atir,0.0-5.0,,0,2301,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",123601,20,html-button-response,,
240,Atir,0.0-0.0,,0,6011,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",6015,0,html-button-response,,
240,Atir,0.0-1.0,,0,7624,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,13642,1,html-button-response,,
240,Atir,0.0-2.0-0.0,,5,6333,4,<p>pre-rated stocks</p><br>,19979,2,html-slider-response,finance term,
240,Atir,0.0-2.0-0.1,,5,4134,4,<p>fixed-rate deduction</p><br>,24117,3,html-slider-response,finance term,
240,Atir,0.0-2.0-0.2,,2,3873,4,<p>annualized credit</p><br>,27992,4,html-slider-response,finance term,
240,Atir,0.0-2.0-0.3,,6,3100,4,<p>tax bracket</p><br>,31094,5,html-slider-response,finance term,
240,Atir,0.0-2.0-0.4,,6,5981,4,<p>fixed-rate mortgage</p><br>,37077,6,html-slider-response,finance term,
240,Atir,0.0-2.0-0.5,,5,8329,4,<p>home equity</p><br>,45408,7,html-slider-response,finance term,
240,Atir,0.0-2.0-0.6,,1,5116,4,<p>revolving credit</p><br>,50525,8,html-slider-response,finance term,
240,Atir,0.0-2.0-0.7,,1,7001,4,<p>vesting</p><br>,57528,9,html-slider-response,finance term,
240,Atir,0.0-2.0-0.8,,7,3595,4,<p>retirement</p><br>,61127,10,html-slider-response,finance term,
240,Atir,0.0-2.0-0.9,,6,3297,4,<p>stock options</p><br>,64426,11,html-slider-response,finance term,
240,Atir,0.0-2.0-0.10,,6,4535,4,<p>inflation</p><br>,68962,12,html-slider-response,finance term,
240,Atir,0.0-2.0-0.11,,5,24478,4,<p>private equity fund</p><br>,93444,13,html-slider-response,finance term,
240,Atir,0.0-2.0-0.12,,7,4615,4,<p>interest rate</p><br>,98060,14,html-slider-response,finance term,
240,Atir,0.0-2.0-0.13,,5,2832,4,<p>Roth IRA</p><br>,100893,15,html-slider-response,finance term,
240,Atir,0.0-2.0-0.14,,5,2941,4,<p>whole life insurance</p><br>,103835,16,html-slider-response,finance term,
240,Atir,0.0-3.0-0.0,,6,8425,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",112262,17,html-slider-response,self-rating,
240,Atir,0.0-3.0-0.1,,5,14978,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,127243,18,html-slider-response,self-rating,
240,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': 'Rise', 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",142808,,,270053,19,survey-multi-choice,FLquiz,
240,Atir,0.0-5.0,,0,5621,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",275679,20,html-button-response,,
333,Atir,0.0-0.0,,0,2120,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",2121,0,html-button-response,,
333,Atir,0.0-1.0,,0,3406,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,5528,1,html-button-response,,
333,Atir,0.0-2.0-0.0,,2,5320,4,<p>pre-rated stocks</p><br>,10849,2,html-slider-response,finance term,
333,Atir,0.0-2.0-0.1,,3,2642,4,<p>fixed-rate deduction</p><br>,13491,3,html-slider-response,finance term,
333,Atir,0.0-2.0-0.2,,5,2202,4,<p>annualized credit</p><br>,15694,4,html-slider-response,finance term,
333,Atir,0.0-2.0-0.3,,4,2116,4,<p>tax bracket</p><br>,17810,5,html-slider-response,finance term,
333,Atir,0.0-2.0-0.4,,6,2460,4,<p>fixed-rate mortgage</p><br>,20271,6,html-slider-response,finance term,
333,Atir,0.0-2.0-0.5,,5,2169,4,<p>home equity</p><br>,22441,7,html-slider-response,finance term,
333,Atir,0.0-2.0-0.6,,5,1428,4,<p>revolving credit</p><br>,23869,8,html-slider-response,finance term,
333,Atir,0.0-2.0-0.7,,1,2412,4,<p>vesting</p><br>,26282,9,html-slider-response,finance term,
333,Atir,0.0-2.0-0.8,,7,1947,4,<p>retirement</p><br>,28229,10,html-slider-response,finance term,
333,Atir,0.0-2.0-0.9,,6,1778,4,<p>stock options</p><br>,30007,11,html-slider-response,finance term,
333,Atir,0.0-2.0-0.10,,7,1583,4,<p>inflation</p><br>,31591,12,html-slider-response,finance term,
333,Atir,0.0-2.0-0.11,,5,2845,4,<p>private equity fund</p><br>,34436,13,html-slider-response,finance term,
333,Atir,0.0-2.0-0.12,,7,1956,4,<p>interest rate</p><br>,36393,14,html-slider-response,finance term,
333,Atir,0.0-2.0-0.13,,6,2121,4,<p>Roth IRA</p><br>,38514,15,html-slider-response,finance term,
333,Atir,0.0-2.0-0.14,,7,1982,4,<p>whole life insurance</p><br>,40497,16,html-slider-response,finance term,
333,Atir,0.0-3.0-0.0,,5,3699,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",44197,17,html-slider-response,self-rating,
333,Atir,0.0-3.0-0.1,,5,4147,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,48344,18,html-slider-response,self-rating,
333,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",92552,,,140898,19,survey-multi-choice,FLquiz,
333,Atir,0.0-5.0,,0,3329,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",144228,20,html-button-response,,
252,Atir,0.0-0.0,,0,11806,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",11808,0,html-button-response,,
252,Atir,0.0-1.0,,0,3593,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,15401,1,html-button-response,,
252,Atir,0.0-2.0-0.0,,4,4713,4,<p>pre-rated stocks</p><br>,20116,2,html-slider-response,finance term,
252,Atir,0.0-2.0-0.1,,2,7135,4,<p>fixed-rate deduction</p><br>,27251,3,html-slider-response,finance term,
252,Atir,0.0-2.0-0.2,,3,3086,4,<p>annualized credit</p><br>,30339,4,html-slider-response,finance term,
252,Atir,0.0-2.0-0.3,,6,4432,4,<p>tax bracket</p><br>,34772,5,html-slider-response,finance term,
252,Atir,0.0-2.0-0.4,,3,3148,4,<p>fixed-rate mortgage</p><br>,37922,6,html-slider-response,finance term,
252,Atir,0.0-2.0-0.5,,1,2426,4,<p>home equity</p><br>,40350,7,html-slider-response,finance term,
252,Atir,0.0-2.0-0.6,,2,2549,4,<p>revolving credit</p><br>,42900,8,html-slider-response,finance term,
252,Atir,0.0-2.0-0.7,,6,4087,4,<p>vesting</p><br>,46989,9,html-slider-response,finance term,
252,Atir,0.0-2.0-0.8,,7,2211,4,<p>retirement</p><br>,49200,10,html-slider-response,finance term,
252,Atir,0.0-2.0-0.9,,7,2287,4,<p>stock options</p><br>,51489,11,html-slider-response,finance term,
252,Atir,0.0-2.0-0.10,,6,2811,4,<p>inflation</p><br>,54301,12,html-slider-response,finance term,
252,Atir,0.0-2.0-0.11,,6,3455,4,<p>private equity fund</p><br>,57757,13,html-slider-response,finance term,
252,Atir,0.0-2.0-0.12,,7,2505,4,<p>interest rate</p><br>,60263,14,html-slider-response,finance term,
252,Atir,0.0-2.0-0.13,,3,5033,4,<p>Roth IRA</p><br>,65297,15,html-slider-response,finance term,
252,Atir,0.0-2.0-0.14,,2,2094,4,<p>whole life insurance</p><br>,67393,16,html-slider-response,finance term,
252,Atir,0.0-3.0-0.0,,5,5661,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",73055,17,html-slider-response,self-rating,
252,Atir,0.0-3.0-0.1,,6,5376,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,78433,18,html-slider-response,self-rating,
252,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': 'False', 'interest': ""Don't know"", 'mortgage': 'True', 'inflation': 'Less', 'savingsAccount': 'More than $102'}",62148,,,140583,19,survey-multi-choice,FLquiz,
252,Atir,0.0-5.0,,0,2769,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",143355,20,html-button-response,,
288,Atir,0.0-0.0,,0,3365,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",3369,0,html-button-response,,
288,Atir,0.0-1.0,,0,3750,,<p>We are interested in common knowledge about personal finance. You will see 15 terms related to personal finance. Please rate your knowledge about each term by choosing the appropriate number from <i>1 (never heard of it)</i> to <i>7 (very knowledgeable)</i>.</p>,7120,1,html-button-response,,
288,Atir,0.0-2.0-0.0,,1,3661,4,<p>pre-rated stocks</p><br>,10783,2,html-slider-response,finance term,
288,Atir,0.0-2.0-0.1,,1,2775,4,<p>fixed-rate deduction</p><br>,13560,3,html-slider-response,finance term,
288,Atir,0.0-2.0-0.2,,2,2838,4,<p>annualized credit</p><br>,16399,4,html-slider-response,finance term,
288,Atir,0.0-2.0-0.3,,2,2367,4,<p>tax bracket</p><br>,18768,5,html-slider-response,finance term,
288,Atir,0.0-2.0-0.4,,4,3366,4,<p>fixed-rate mortgage</p><br>,22135,6,html-slider-response,finance term,
288,Atir,0.0-2.0-0.5,,4,3142,4,<p>home equity</p><br>,25279,7,html-slider-response,finance term,
288,Atir,0.0-2.0-0.6,,3,2695,4,<p>revolving credit</p><br>,27976,8,html-slider-response,finance term,
288,Atir,0.0-2.0-0.7,,2,2423,4,<p>vesting</p><br>,30400,9,html-slider-response,finance term,
288,Atir,0.0-2.0-0.8,,7,3071,4,<p>retirement</p><br>,33472,10,html-slider-response,finance term,
288,Atir,0.0-2.0-0.9,,2,2959,4,<p>stock options</p><br>,36431,11,html-slider-response,finance term,
288,Atir,0.0-2.0-0.10,,6,1967,4,<p>inflation</p><br>,38400,12,html-slider-response,finance term,
288,Atir,0.0-2.0-0.11,,3,3439,4,<p>private equity fund</p><br>,41840,13,html-slider-response,finance term,
288,Atir,0.0-2.0-0.12,,4,2431,4,<p>interest rate</p><br>,44272,14,html-slider-response,finance term,
288,Atir,0.0-2.0-0.13,,1,3599,4,<p>Roth IRA</p><br>,47872,15,html-slider-response,finance term,
288,Atir,0.0-2.0-0.14,,6,2831,4,<p>whole life insurance</p><br>,50705,16,html-slider-response,finance term,
288,Atir,0.0-3.0-0.0,,4,6854,4,"<p>In general, how knowledgable would you say you are about personal finance?</p><br>",57560,17,html-slider-response,self-rating,
288,Atir,0.0-3.0-0.1,,3,5967,4,<p>How would you rate your general knowledge of personal finance compared to the average American?</p><br>,63528,18,html-slider-response,self-rating,
288,Atir,0.0-4.0,"[0, 1, 2, 3, 4]","{'stocks': ""Don't know"", 'interest': 'Rise', 'mortgage': ""Don't know"", 'inflation': 'Less', 'savingsAccount': 'More than $102'}",91647,,,155176,19,survey-multi-choice,FLquiz,
288,Atir,0.0-5.0,,0,2468,,"<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about how people's level of financial knowledge and self-reported financial knowledge relate to whether people's level of over-claiming, or their likelihood of saying they know what some made-up terms mean.</p><h1>Press continue to be redirected to Prolific. </h1>",157648,20,html-button-response,,
213,Atir,0.0-0.0,,0,2315,,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",2316,0,html-button-response,,
