id,CommOwn,Comments,Age,Gender,task,moderator,question_type,rating,presence_of_moderator,causalexplanatoryCF,typetoken
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,g4.To.CF,NA,present,counterfactual,token
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,y3.CaTy.Uq,NA,absent,causal,type
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,y3.ExTy.Uq,7,absent,explanatory,type
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,y3.CaTo.Uq,NA,absent,causal,token
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,y3.ExTo.Uq,NA,absent,explanatory,token
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,y4.Ty.CF,6,absent,counterfactual,type
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,y4.To.CF,NA,absent,counterfactual,token
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,Mch.z1,1,absent,NA,NA
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,Mch.z2,1,absent,NA,NA
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,Mch.d1,1,absent,NA,NA
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,Mch.d2,1,absent,NA,NA
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,Mch.g1,1,absent,NA,NA
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,Mch.g2,1,absent,NA,NA
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,Mch.y1,1,absent,NA,NA
18,I compared the original tables with those formed after the addition of the second variable.,NA,29,Male,ex.ty.uq,zelmogrimond,Mch.y2,1,absent,NA,NA
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Z3.CaTy.Uq,NA,present,causal,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Z3.ExTy.Uq,NA,present,explanatory,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,z3.CaTo.Uq,3,present,causal,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,z3.ExTo.Uq,NA,present,explanatory,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Z4.Ty.CF,NA,present,counterfactual,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,z4.To.CF,1,present,counterfactual,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,d3.CaTy.Uq,NA,absent,causal,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,d3.ExTy.Uq,NA,absent,explanatory,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,d3.CaTo.UQ,5,absent,causal,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,d3.ExTo.UQ,NA,absent,explanatory,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,d4.Ty.CF,NA,absent,counterfactual,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,d4.To.CF,5,absent,counterfactual,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,g3.CaTy.Uq,NA,present,causal,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,g3.ExTy.Uq,NA,present,explanatory,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,g3.CaTo.Uq,3,present,causal,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,g3.ExTo.Uq,NA,present,explanatory,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,g4.Ty.CF,NA,present,counterfactual,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,g4.To.CF,1,present,counterfactual,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,y3.CaTy.Uq,NA,absent,causal,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,y3.ExTy.Uq,NA,absent,explanatory,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,y3.CaTo.Uq,5,absent,causal,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,y3.ExTo.Uq,NA,absent,explanatory,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,y4.Ty.CF,NA,absent,counterfactual,type
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,y4.To.CF,2,absent,counterfactual,token
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Mch.z1,1,absent,NA,NA
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Mch.z2,1,absent,NA,NA
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Mch.d1,1,absent,NA,NA
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Mch.d2,1,absent,NA,NA
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Mch.g1,1,absent,NA,NA
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Mch.g2,4,absent,NA,NA
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Mch.y1,1,absent,NA,NA
19,"I tried to avoid giving extreme ratings because in all the cases there was not always a clear, strong relation despite the confounding factors that complicated the experiment. Then I ruled myself through proportions to try and give an adequate rating",NA,23,Male,ca.to.uq,zelmogrimond,Mch.y2,1,absent,NA,NA
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Z3.CaTy.Uq,5,absent,causal,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Z3.ExTy.Uq,NA,absent,explanatory,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,z3.CaTo.Uq,NA,absent,causal,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,z3.ExTo.Uq,NA,absent,explanatory,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Z4.Ty.CF,5,absent,counterfactual,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,z4.To.CF,NA,absent,counterfactual,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,d3.CaTy.Uq,3,present,causal,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,d3.ExTy.Uq,NA,present,explanatory,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,d3.CaTo.UQ,NA,present,causal,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,d3.ExTo.UQ,NA,present,explanatory,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,d4.Ty.CF,4,present,counterfactual,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,d4.To.CF,NA,present,counterfactual,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,g3.CaTy.Uq,5,absent,causal,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,g3.ExTy.Uq,NA,absent,explanatory,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,g3.CaTo.Uq,NA,absent,causal,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,g3.ExTo.Uq,NA,absent,explanatory,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,g4.Ty.CF,5,absent,counterfactual,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,g4.To.CF,NA,absent,counterfactual,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,y3.CaTy.Uq,3,present,causal,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,y3.ExTy.Uq,NA,present,explanatory,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,y3.CaTo.Uq,NA,present,causal,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,y3.ExTo.Uq,NA,present,explanatory,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,y4.Ty.CF,4,present,counterfactual,type
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,y4.To.CF,NA,present,counterfactual,token
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Mch.z1,1,absent,NA,NA
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Mch.z2,3,absent,NA,NA
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Mch.d1,1,absent,NA,NA
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Mch.d2,4,absent,NA,NA
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Mch.g1,1,absent,NA,NA
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Mch.g2,1,absent,NA,NA
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Mch.y1,1,absent,NA,NA
20,I'was looking on disproportion between amount of 'yes' and 'no' and then I made a decision.,NA,25,female,ca.ty.uq,drolyuyu,Mch.y2,1,absent,NA,NA
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Z3.CaTy.Uq,NA,present,causal,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Z3.ExTy.Uq,NA,present,explanatory,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,z3.CaTo.Uq,4,present,causal,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,z3.ExTo.Uq,NA,present,explanatory,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Z4.Ty.CF,NA,present,counterfactual,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,z4.To.CF,3,present,counterfactual,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,d3.CaTy.Uq,NA,absent,causal,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,d3.ExTy.Uq,NA,absent,explanatory,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,d3.CaTo.UQ,5,absent,causal,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,d3.ExTo.UQ,NA,absent,explanatory,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,d4.Ty.CF,NA,absent,counterfactual,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,d4.To.CF,5,absent,counterfactual,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,g3.CaTy.Uq,NA,present,causal,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,g3.ExTy.Uq,NA,present,explanatory,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,g3.CaTo.Uq,4,present,causal,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,g3.ExTo.Uq,NA,present,explanatory,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,g4.Ty.CF,NA,present,counterfactual,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,g4.To.CF,4,present,counterfactual,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,y3.CaTy.Uq,NA,absent,causal,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,y3.ExTy.Uq,NA,absent,explanatory,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,y3.CaTo.Uq,6,absent,causal,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,y3.ExTo.Uq,NA,absent,explanatory,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,y4.Ty.CF,NA,absent,counterfactual,type
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,y4.To.CF,5,absent,counterfactual,token
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Mch.z1,1,absent,NA,NA
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Mch.z2,1,absent,NA,NA
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Mch.d1,1,absent,NA,NA
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Mch.d2,1,absent,NA,NA
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Mch.g1,1,absent,NA,NA
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Mch.g2,1,absent,NA,NA
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Mch.y1,1,absent,NA,NA
21,"I hesitated to ""agree"" or ""disagree"" with statements, because hypotheses can only be ""supported"" or ""not supported"".",NA,25,Woman,ca.to.uq,zelmogrimond,Mch.y2,1,absent,NA,NA
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Z3.CaTy.Uq,NA,present,causal,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Z3.ExTy.Uq,1,present,explanatory,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,z3.CaTo.Uq,NA,present,causal,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,z3.ExTo.Uq,NA,present,explanatory,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Z4.Ty.CF,7,present,counterfactual,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,z4.To.CF,NA,present,counterfactual,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,d3.CaTy.Uq,NA,absent,causal,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,d3.ExTy.Uq,1,absent,explanatory,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,d3.CaTo.UQ,NA,absent,causal,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,d3.ExTo.UQ,NA,absent,explanatory,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,d4.Ty.CF,7,absent,counterfactual,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,d4.To.CF,NA,absent,counterfactual,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,g3.CaTy.Uq,NA,present,causal,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,g3.ExTy.Uq,1,present,explanatory,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,g3.CaTo.Uq,NA,present,causal,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,g3.ExTo.Uq,NA,present,explanatory,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,g4.Ty.CF,7,present,counterfactual,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,g4.To.CF,NA,present,counterfactual,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,y3.CaTy.Uq,NA,absent,causal,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,y3.ExTy.Uq,1,absent,explanatory,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,y3.CaTo.Uq,NA,absent,causal,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,y3.ExTo.Uq,NA,absent,explanatory,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,y4.Ty.CF,7,absent,counterfactual,type
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,y4.To.CF,NA,absent,counterfactual,token
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Mch.z1,1,absent,NA,NA
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Mch.z2,1,absent,NA,NA
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Mch.d1,1,absent,NA,NA
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Mch.d2,1,absent,NA,NA
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Mch.g1,1,absent,NA,NA
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Mch.g2,1,absent,NA,NA
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Mch.y1,1,absent,NA,NA
22,Because I don't think there was a strict correlation between those results,Thank you for the survey! :),28,Male,ex.ty.uq,zelmogrimond,Mch.y2,1,absent,NA,NA
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,Z3.CaTy.Uq,NA,absent,causal,type
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,Z3.ExTy.Uq,NA,absent,explanatory,type
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,z3.CaTo.Uq,6,absent,causal,token
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,z3.ExTo.Uq,NA,absent,explanatory,token
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,Z4.Ty.CF,NA,absent,counterfactual,type
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,z4.To.CF,6,absent,counterfactual,token
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,d3.CaTy.Uq,NA,present,causal,type
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,d3.ExTy.Uq,NA,present,explanatory,type
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,d3.CaTo.UQ,5,present,causal,token
23,"Because of the data shown, I didn´t want to go to either extreme but was very certain",I enjoyed the way the experiment was conducted,26,female,ca.to.uq,drolyuyu,d3.ExTo.UQ,NA,present,explanatory,token
