workerid,proliferate.condition,failed_audio,failed_images,failed_video,internal_node_id,response,rt,stimulus,subject,success,time_elapsed,timeout,trial_index,trial_type,error
687,Sheppes,,,,0.0-5.0, ,5865,"<center><p>Now you are going to practice using reappraisal. Once the picture comes up on the screen, please immediately start focusing your thoughts with the goal of feeling less negative, <b>Focus on the picture but think of the meaning of the picture in a way that will help you feel less negative about it.</b></p><p>Press the spacebar to continue</p></center>",tb87w,,82188,,5,html-keyboard-response,
687,Sheppes,,,,0.0-6.0-0.0,{'Q0': 'They are on their way to winning a war versus a evil regime.'},33027,,tb87w,,115218,,6,survey-text,
687,Sheppes,,,,0.0-6.0-1.0, ,11591,"<center><p>Just to give you more ideas, other people thought that they are fighting for their families, they are protecting their country, they stand together for an important goal, their families will be proud of them.</p><p><b>Remember, as soon as the picture is on the screen, keep focusing on the picture but tell yourself something about it that makes you feel less negative, until it disappears from the screen.</b></p><p>Press the spacebar to continue</p></center>",tb87w,,126810,,7,html-keyboard-response,
687,Sheppes,,,,0.0-6.0-2.0,"{'Q0': ""He's only crying because he didn't get his way.""}",29052,,tb87w,,155863,,8,survey-text,
687,Sheppes,,,,0.0-7.0, ,26587,"<center><p>The second strategy is called DISTRACTION. This means that you try your best to feel less negative about the picture by thinking of something that is completely unrelated to the picture. There are a few ways you can do this. First, you can think about geometric shapes. For instance, if you see a bloody knife, you can think of a big yellow triangle. Second, you can imagine yourself doing everyday tasks, such as taking a shower or making coffee in the morning. Third, you can imagine your neighborhood or other familiar streets. You could use any one of these ways to distract yourself, which you think will work best in making you feel less negative. You do not have to use the same method to distract all the time. <b>However, it is important that you keep your eyes on the picture and not avert your gaze. As soon as the picture is on the screen, start focusing all of your thoughts on something that is completely unrelated to the picture. Once you have come up with a way to feel less negative, keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",tb87w,,182451,,9,html-keyboard-response,
687,Sheppes,,,,0.0-8.0, ,3848,"<center><p>Now you are going to practice using distraction. Once the picture comes up on the screen, please immediately start focusing and implementing that strategy.</p><p>Press the spacebar to continue</p></center>",tb87w,,186300,,10,html-keyboard-response,
687,Sheppes,,,,0.0-9.0-0.0,{'Q0': 'Wondering what the weather will be tomorrow'},17716,,tb87w,,204017,,11,survey-text,
687,Sheppes,,,,0.0-9.0-1.0, ,6010,"<center><p>Just to give you more ideas, other people thought of cars passing on a street they know, or about all the steps of making coffee, or about a red triangle. <b>Remember, the moment you see the picture on the screen, start focusing all your thoughts on the distracting object you chose.</b></p><p>Press the spacebar to continue</p></center>",tb87w,,210028,,12,html-keyboard-response,
687,Sheppes,,,,0.0-9.0-2.0,{'Q0': 'Thinking about what to do this weekend'},23440,,tb87w,,233469,,13,survey-text,
687,Sheppes,,,,0.0-10.0, ,16709,"<center><p>We would now like you to practice using the two strategies you just learned. First, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. Follow the instructions on the screen. The same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that is written under the picture. <b>Please look at the image for the entire time that it appears on the screen. After the time is up, the next image will appear automatically.</b></p><p>Press the spacebar to continue.</p></center>",tb87w,,250178,,14,html-keyboard-response,
687,Sheppes,,,,0.0-11.0-0.0, ,2934,iaps/2120lp.jpg,tb87w,,253114,,15,image-keyboard-response,
687,Sheppes,,,,0.0-11.0-1.0,,,iaps/2120lp.jpg,tb87w,,258124,,16,image-keyboard-response,
687,Sheppes,,,,0.0-11.0-2.0,,,"<div style=""font-size:60px;"">+</div>",tb87w,,259127,,17,html-keyboard-response,
687,Sheppes,,,,0.0-11.0-0.1, ,3084,iaps/2703hp.jpg,tb87w,,262212,,18,image-keyboard-response,
687,Sheppes,,,,0.0-11.0-1.1,,,iaps/2703hp.jpg,tb87w,,267227,,19,image-keyboard-response,
687,Sheppes,,,,0.0-11.0-2.1,,,"<div style=""font-size:60px;"">+</div>",tb87w,,268231,,20,html-keyboard-response,
687,Sheppes,,,,0.0-12.0-0.0, ,3510,iaps/3051hp.jpg,tb87w,,271741,,21,image-keyboard-response,
687,Sheppes,,,,0.0-12.0-1.0,,,iaps/3051hp.jpg,tb87w,,276752,,22,image-keyboard-response,
687,Sheppes,,,,0.0-12.0-2.0,,,"<div style=""font-size:60px;"">+</div>",tb87w,,277754,,23,html-keyboard-response,
687,Sheppes,,,,0.0-12.0-0.1, ,3469,iaps/7521lp.jpg,tb87w,,281224,,24,image-keyboard-response,
687,Sheppes,,,,0.0-12.0-1.1,,,iaps/7521lp.jpg,tb87w,,286230,,25,image-keyboard-response,
687,Sheppes,,,,0.0-12.0-2.1,,,"<div style=""font-size:60px;"">+</div>",tb87w,,287234,,26,html-keyboard-response,
687,Sheppes,,,,0.0-13.0, ,20501,"<center><p>In this task, we want you to <b>choose</b> between the two strategies that you just learned for each picture that you see. Like in the previous part of the study, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue</p></center>",tb87w,,307736,,27,html-keyboard-response,
687,Sheppes,,,,0.0-14.0-0.0,0,5372,iaps/9145lp.jpg,tb87w,,313109,,28,image-button-response,
687,Sheppes,,,,0.0-14.0-1.0,,,iaps/9145lp.jpg,tb87w,,318113,,29,image-keyboard-response,
687,Sheppes,,,,0.0-14.0-2.0,,,"<div style=""font-size:60px;"">+</div>",tb87w,,319116,,30,html-keyboard-response,
687,Sheppes,,,,0.0-14.0-0.1,0,3883,iaps/9921hp.jpg,tb87w,,322999,,31,image-button-response,
687,Sheppes,,,,0.0-14.0-1.1,,,iaps/9921hp.jpg,tb87w,,328014,,32,image-keyboard-response,
687,Sheppes,,,,0.0-14.0-2.1,,,"<div style=""font-size:60px;"">+</div>",tb87w,,329016,,33,html-keyboard-response,
687,Sheppes,,,,0.0-14.0-0.2,0,3320,iaps/8231lp.jpg,tb87w,,332337,,34,image-button-response,
687,Sheppes,,,,0.0-14.0-1.2,,,iaps/8231lp.jpg,tb87w,,337351,,35,image-keyboard-response,
687,Sheppes,,,,0.0-14.0-2.2,,,"<div style=""font-size:60px;"">+</div>",tb87w,,338364,,36,html-keyboard-response,
687,Sheppes,,,,0.0-14.0-0.3,1,2209,iaps/3181hp.jpg,tb87w,,340573,,37,image-button-response,
687,Sheppes,,,,0.0-14.0-1.3,,,iaps/3181hp.jpg,tb87w,,345579,,38,image-keyboard-response,
687,Sheppes,,,,0.0-14.0-2.3,,,"<div style=""font-size:60px;"">+</div>",tb87w,,346582,,39,html-keyboard-response,
687,Sheppes,,,,0.0-15.0, ,24334,"<center><p>You will now see a series of pictures and choose between the two strategies, exactly as you did in the previous task. Again, you will first see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue.</p></center>",tb87w,,370916,,40,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.0,0,4952,iaps/3140h.JPG,tb87w,,375869,,41,image-button-response,
687,Sheppes,,,,0.0-16.0-1.0,,,iaps/3140h.JPG,tb87w,,380871,,42,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.0,,,"<div style=""font-size:60px;"">+</div>",tb87w,,381878,,43,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.1,0,2996,iaps/9470l.jpg,tb87w,,384875,,44,image-button-response,
687,Sheppes,,,,0.0-16.0-1.1,,,iaps/9470l.jpg,tb87w,,389882,,45,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.1,,,"<div style=""font-size:60px;"">+</div>",tb87w,,390886,,46,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.2,1,1852,iaps/3230h.JPG,tb87w,,392739,,47,image-button-response,
687,Sheppes,,,,0.0-16.0-1.2,,,iaps/3230h.JPG,tb87w,,397746,,48,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.2,,,"<div style=""font-size:60px;"">+</div>",tb87w,,398749,,49,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.3,0,2925,iaps/6190l.JPG,tb87w,,401675,,50,image-button-response,
687,Sheppes,,,,0.0-16.0-1.3,,,iaps/6190l.JPG,tb87w,,406677,,51,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.3,,,"<div style=""font-size:60px;"">+</div>",tb87w,,407679,,52,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.4,0,3485,iaps/6836l.jpg,tb87w,,411165,,53,image-button-response,
687,Sheppes,,,,0.0-16.0-1.4,,,iaps/6836l.jpg,tb87w,,416172,,54,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.4,,,"<div style=""font-size:60px;"">+</div>",tb87w,,417189,,55,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.5,1,1879,iaps/3000h.JPG,tb87w,,419069,,56,image-button-response,
687,Sheppes,,,,0.0-16.0-1.5,,,iaps/3000h.JPG,tb87w,,424072,,57,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.5,,,"<div style=""font-size:60px;"">+</div>",tb87w,,425074,,58,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.6,1,4610,iaps/2490l.JPG,tb87w,,429685,,59,image-button-response,
687,Sheppes,,,,0.0-16.0-1.6,,,iaps/2490l.JPG,tb87w,,434696,,60,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.6,,,"<div style=""font-size:60px;"">+</div>",tb87w,,435698,,61,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.7,0,3866,iaps/9252h.jpg,tb87w,,439565,,62,image-button-response,
687,Sheppes,,,,0.0-16.0-1.7,,,iaps/9252h.jpg,tb87w,,444579,,63,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.7,,,"<div style=""font-size:60px;"">+</div>",tb87w,,445585,,64,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.8,0,2485,iaps/2800h.JPG,tb87w,,448071,,65,image-button-response,
687,Sheppes,,,,0.0-16.0-1.8,,,iaps/2800h.JPG,tb87w,,453073,,66,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.8,,,"<div style=""font-size:60px;"">+</div>",tb87w,,454074,,67,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.9,1,1884,iaps/9102l.JPG,tb87w,,455959,,68,image-button-response,
687,Sheppes,,,,0.0-16.0-1.9,,,iaps/9102l.JPG,tb87w,,460970,,69,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.9,,,"<div style=""font-size:60px;"">+</div>",tb87w,,461973,,70,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.10,1,3411,iaps/9160l.JPG,tb87w,,465385,,71,image-button-response,
687,Sheppes,,,,0.0-16.0-1.10,,,iaps/9160l.JPG,tb87w,,470395,,72,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.10,,,"<div style=""font-size:60px;"">+</div>",tb87w,,471397,,73,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.11,0,3705,iaps/9120l.JPG,tb87w,,475103,,74,image-button-response,
687,Sheppes,,,,0.0-16.0-1.11,,,iaps/9120l.JPG,tb87w,,480109,,75,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.11,,,"<div style=""font-size:60px;"">+</div>",tb87w,,481121,,76,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.12,0,1614,iaps/3068h.jpg,tb87w,,482735,,77,image-button-response,
687,Sheppes,,,,0.0-16.0-1.12,,,iaps/3068h.jpg,tb87w,,487739,,78,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.12,,,"<div style=""font-size:60px;"">+</div>",tb87w,,488753,,79,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.13,1,2529,iaps/9181h.jpg,tb87w,,491283,,80,image-button-response,
687,Sheppes,,,,0.0-16.0-1.13,,,iaps/9181h.jpg,tb87w,,496289,,81,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.13,,,"<div style=""font-size:60px;"">+</div>",tb87w,,497291,,82,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.14,1,2775,iaps/3261h.jpg,tb87w,,500067,,83,image-button-response,
687,Sheppes,,,,0.0-16.0-1.14,,,iaps/3261h.jpg,tb87w,,505079,,84,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.14,,,"<div style=""font-size:60px;"">+</div>",tb87w,,506083,,85,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.15,1,3384,iaps/2278l.jpg,tb87w,,509467,,86,image-button-response,
687,Sheppes,,,,0.0-16.0-1.15,,,iaps/2278l.jpg,tb87w,,514472,,87,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.15,,,"<div style=""font-size:60px;"">+</div>",tb87w,,515474,,88,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.16,0,2602,iaps/6010l.JPG,tb87w,,518077,,89,image-button-response,
687,Sheppes,,,,0.0-16.0-1.16,,,iaps/6010l.JPG,tb87w,,523088,,90,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.16,,,"<div style=""font-size:60px;"">+</div>",tb87w,,524091,,91,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.17,0,4725,iaps/9420h.JPG,tb87w,,528817,,92,image-button-response,
687,Sheppes,,,,0.0-16.0-1.17,,,iaps/9420h.JPG,tb87w,,533831,,93,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.17,,,"<div style=""font-size:60px;"">+</div>",tb87w,,534838,,94,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.18,0,2139,iaps/2053h.JPG,tb87w,,536977,,95,image-button-response,
687,Sheppes,,,,0.0-16.0-1.18,,,iaps/2053h.JPG,tb87w,,541983,,96,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.18,,,"<div style=""font-size:60px;"">+</div>",tb87w,,542984,,97,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.19,1,3912,iaps/7360l.JPG,tb87w,,546897,,98,image-button-response,
687,Sheppes,,,,0.0-16.0-1.19,,,iaps/7360l.JPG,tb87w,,551903,,99,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.19,,,"<div style=""font-size:60px;"">+</div>",tb87w,,552905,,100,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.20,0,2439,iaps/9440l.JPG,tb87w,,555345,,101,image-button-response,
687,Sheppes,,,,0.0-16.0-1.20,,,iaps/9440l.JPG,tb87w,,560347,,102,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.20,,,"<div style=""font-size:60px;"">+</div>",tb87w,,561350,,103,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.21,0,5368,iaps/2312l.jpg,tb87w,,566719,,104,image-button-response,
687,Sheppes,,,,0.0-16.0-1.21,,,iaps/2312l.jpg,tb87w,,571736,,105,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.21,,,"<div style=""font-size:60px;"">+</div>",tb87w,,572740,,106,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.22,1,2013,iaps/3530h.JPG,tb87w,,574753,,107,image-button-response,
687,Sheppes,,,,0.0-16.0-1.22,,,iaps/3530h.JPG,tb87w,,579759,,108,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.22,,,"<div style=""font-size:60px;"">+</div>",tb87w,,580767,,109,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.23,0,2100,iaps/2700l.JPG,tb87w,,582867,,110,image-button-response,
687,Sheppes,,,,0.0-16.0-1.23,,,iaps/2700l.JPG,tb87w,,587877,,111,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.23,,,"<div style=""font-size:60px;"">+</div>",tb87w,,588878,,112,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.24,0,2788,iaps/2691l.jpg,tb87w,,591667,,113,image-button-response,
687,Sheppes,,,,0.0-16.0-1.24,,,iaps/2691l.jpg,tb87w,,596680,,114,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.24,,,"<div style=""font-size:60px;"">+</div>",tb87w,,597687,,115,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.25,1,1816,iaps/3150h.JPG,tb87w,,599503,,116,image-button-response,
687,Sheppes,,,,0.0-16.0-1.25,,,iaps/3150h.JPG,tb87w,,604518,,117,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.25,,,"<div style=""font-size:60px;"">+</div>",tb87w,,605521,,118,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.26,0,2210,iaps/1301l.jpg,tb87w,,607731,,119,image-button-response,
687,Sheppes,,,,0.0-16.0-1.26,,,iaps/1301l.jpg,tb87w,,612743,,120,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.26,,,"<div style=""font-size:60px;"">+</div>",tb87w,,613746,,121,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.27,0,3488,iaps/6831h.jpg,tb87w,,617235,,122,image-button-response,
687,Sheppes,,,,0.0-16.0-1.27,,,iaps/6831h.jpg,tb87w,,622238,,123,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.27,,,"<div style=""font-size:60px;"">+</div>",tb87w,,623241,,124,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.28,0,2319,iaps/3180h.JPG,tb87w,,625561,,125,image-button-response,
687,Sheppes,,,,0.0-16.0-1.28,,,iaps/3180h.JPG,tb87w,,630574,,126,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.28,,,"<div style=""font-size:60px;"">+</div>",tb87w,,631576,,127,html-keyboard-response,
687,Sheppes,,,,0.0-16.0-0.29,1,2765,iaps/9410h.JPG,tb87w,,634341,,128,image-button-response,
687,Sheppes,,,,0.0-16.0-1.29,,,iaps/9410h.JPG,tb87w,,639354,,129,image-keyboard-response,
687,Sheppes,,,,0.0-16.0-2.29,,,"<div style=""font-size:60px;"">+</div>",tb87w,,640357,,130,html-keyboard-response,
687,Sheppes,,,,0.0-17.0,"{'Age': '36', 'Gender': 'Male'}",6793,,tb87w,,647151,,131,survey-text,
687,Sheppes,,,,0.0-18.0,0,2999,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about which emotion regulation strategies people chose to employ depending on how intense a negative experience (or image) is.</p><h1>Press continue to be redirected to Prolific. </h1>,tb87w,,650151,,132,html-button-response,
174,Sheppes,[],[],[],0.0-0.0,,,,m5tft,True,15,False,0,preload,
174,Sheppes,,,,0.0-1.0,0,26812,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",m5tft,,26829,,1,html-button-response,
174,Sheppes,,,,0.0-2.0, ,17122,"<center><p>In this study, you will be trained to use two emotion regulation strategies. You will then practice using these strategies while viewing a series of images.</p><p><b>Please be aware that the images used in this study contain content that may be unpleasant or disturbing.</b></p><p>Your participation will take approximately 10 minutes. You will receive $2.00 as payment for your participation. <b>You must use a desktop or a laptop computer to complete this study. </b> By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <u>stanfordpsych251@gmail.com</u>. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </p><p>Press the spacebar to begin.</p></center>",m5tft,,43956,,2,html-keyboard-response,
174,Sheppes,,,,0.0-3.0, ,13805,"<center><p>In this part of the study, you will view a series of pictures and try to change how you feel about each picture by changing the way you think about it. Some pictures might make you feel very negative, while other pictures might make you feel slightly negative or not negative at all. You will be able to choose between two ways or strategies that will help you feel less negative. The next section will explain both strategies and give you the opportunity to practice implementing them. It is important that you try to remember what you are supposed to do in each strategy.</p><p>Press the spacebar to continue.</p></center>",m5tft,,57763,,3,html-keyboard-response,
174,Sheppes,,,,0.0-4.0, ,31188,"<center><p>The first strategy is called REAPPRAISAL. This means that you attend to the picture and try to change the meaning of it. That means you think of something to tell yourself about the picture that helps you feel less negative about it. For example, you could tell yourself something about the outcome of the picture, that whatever is going on will soon be resolved, or that help is on the way. You could also focus on a specific detail of the situation that may not be as bad as it first seemed. But we want you to stay focused on the picture and not think of random things that will make you feel better, but rather to change something about the picture that helps you to feel less negative about it. It is very important that when you reappraise you do not think that the picture is fake or a scene from a movie. Think of it as a real situation, and then change the meaning of it. <b>Once again, as soon as the picture is on the screen, keep focusing on the picture, but tell yourself something about it that makes you feel less negative; keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",m5tft,,88952,,4,html-keyboard-response,
174,Sheppes,,,,0.0-5.0, ,17091,"<center><p>Now you are going to practice using reappraisal. Once the picture comes up on the screen, please immediately start focusing your thoughts with the goal of feeling less negative, <b>Focus on the picture but think of the meaning of the picture in a way that will help you feel less negative about it.</b></p><p>Press the spacebar to continue</p></center>",m5tft,,106044,,5,html-keyboard-response,
174,Sheppes,,,,0.0-6.0-0.0,{'Q0': 'very positive'},34884,,m5tft,,140946,,6,survey-text,
174,Sheppes,,,,0.0-6.0-1.0, ,19622,"<center><p>Just to give you more ideas, other people thought that they are fighting for their families, they are protecting their country, they stand together for an important goal, their families will be proud of them.</p><p><b>Remember, as soon as the picture is on the screen, keep focusing on the picture but tell yourself something about it that makes you feel less negative, until it disappears from the screen.</b></p><p>Press the spacebar to continue</p></center>",m5tft,,160569,,7,html-keyboard-response,
174,Sheppes,,,,0.0-6.0-2.0,{'Q0': 's sleep'},32587,,m5tft,,193162,,8,survey-text,
174,Sheppes,,,,0.0-7.0, ,17808,"<center><p>The second strategy is called DISTRACTION. This means that you try your best to feel less negative about the picture by thinking of something that is completely unrelated to the picture. There are a few ways you can do this. First, you can think about geometric shapes. For instance, if you see a bloody knife, you can think of a big yellow triangle. Second, you can imagine yourself doing everyday tasks, such as taking a shower or making coffee in the morning. Third, you can imagine your neighborhood or other familiar streets. You could use any one of these ways to distract yourself, which you think will work best in making you feel less negative. You do not have to use the same method to distract all the time. <b>However, it is important that you keep your eyes on the picture and not avert your gaze. As soon as the picture is on the screen, start focusing all of your thoughts on something that is completely unrelated to the picture. Once you have come up with a way to feel less negative, keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",m5tft,,210973,,9,html-keyboard-response,
174,Sheppes,,,,0.0-8.0, ,7211,"<center><p>Now you are going to practice using distraction. Once the picture comes up on the screen, please immediately start focusing and implementing that strategy.</p><p>Press the spacebar to continue</p></center>",m5tft,,218186,,10,html-keyboard-response,
174,Sheppes,,,,0.0-9.0-0.0,{'Q0': 'hide and seek game'},29721,,m5tft,,247919,,11,survey-text,
174,Sheppes,,,,0.0-9.0-1.0, ,11318,"<center><p>Just to give you more ideas, other people thought of cars passing on a street they know, or about all the steps of making coffee, or about a red triangle. <b>Remember, the moment you see the picture on the screen, start focusing all your thoughts on the distracting object you chose.</b></p><p>Press the spacebar to continue</p></center>",m5tft,,259240,,12,html-keyboard-response,
174,Sheppes,,,,0.0-9.0-2.0,{'Q0': 'a wonderful beach'},29291,,m5tft,,288542,,13,survey-text,
174,Sheppes,,,,0.0-10.0, ,25030,"<center><p>We would now like you to practice using the two strategies you just learned. First, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. Follow the instructions on the screen. The same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that is written under the picture. <b>Please look at the image for the entire time that it appears on the screen. After the time is up, the next image will appear automatically.</b></p><p>Press the spacebar to continue.</p></center>",m5tft,,313573,,14,html-keyboard-response,
174,Sheppes,,,,0.0-11.0-0.0, ,3819,iaps/2703hp.jpg,m5tft,,317396,,15,image-keyboard-response,
174,Sheppes,,,,0.0-11.0-1.0,,,iaps/2703hp.jpg,m5tft,,322414,,16,image-keyboard-response,
174,Sheppes,,,,0.0-11.0-2.0,,,"<div style=""font-size:60px;"">+</div>",m5tft,,323423,,17,html-keyboard-response,
174,Sheppes,,,,0.0-11.0-0.1, ,3145,iaps/2120lp.jpg,m5tft,,326570,,18,image-keyboard-response,
174,Sheppes,,,,0.0-11.0-1.1,,,iaps/2120lp.jpg,m5tft,,331577,,19,image-keyboard-response,
174,Sheppes,,,,0.0-11.0-2.1,,,"<div style=""font-size:60px;"">+</div>",m5tft,,332588,,20,html-keyboard-response,
174,Sheppes,,,,0.0-12.0-0.0, ,2566,iaps/3051hp.jpg,m5tft,,335155,,21,image-keyboard-response,
174,Sheppes,,,,0.0-12.0-1.0,,,iaps/3051hp.jpg,m5tft,,340161,,22,image-keyboard-response,
174,Sheppes,,,,0.0-12.0-2.0,,,"<div style=""font-size:60px;"">+</div>",m5tft,,341169,,23,html-keyboard-response,
174,Sheppes,,,,0.0-12.0-0.1, ,2142,iaps/7521lp.jpg,m5tft,,343313,,24,image-keyboard-response,
174,Sheppes,,,,0.0-12.0-1.1,,,iaps/7521lp.jpg,m5tft,,348321,,25,image-keyboard-response,
174,Sheppes,,,,0.0-12.0-2.1,,,"<div style=""font-size:60px;"">+</div>",m5tft,,349333,,26,html-keyboard-response,
174,Sheppes,,,,0.0-13.0, ,19304,"<center><p>In this task, we want you to <b>choose</b> between the two strategies that you just learned for each picture that you see. Like in the previous part of the study, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue</p></center>",m5tft,,368639,,27,html-keyboard-response,
174,Sheppes,,,,0.0-14.0-0.0,0,3621,iaps/3181hp.jpg,m5tft,,372265,,28,image-button-response,
174,Sheppes,,,,0.0-14.0-1.0, ,4462,iaps/3181hp.jpg,m5tft,,377286,,29,image-keyboard-response,
174,Sheppes,,,,0.0-14.0-2.0,,,"<div style=""font-size:60px;"">+</div>",m5tft,,378297,,30,html-keyboard-response,
174,Sheppes,,,,0.0-14.0-0.1,1,3353,iaps/9921hp.jpg,m5tft,,381652,,31,image-button-response,
174,Sheppes,,,,0.0-14.0-1.1,,,iaps/9921hp.jpg,m5tft,,386664,,32,image-keyboard-response,
174,Sheppes,,,,0.0-14.0-2.1,,,"<div style=""font-size:60px;"">+</div>",m5tft,,387668,,33,html-keyboard-response,
174,Sheppes,,,,0.0-14.0-0.2,1,2930,iaps/8231lp.jpg,m5tft,,390600,,34,image-button-response,
