workerid,proliferate.condition,failed_audio,failed_images,failed_video,internal_node_id,response,rt,stimulus,subject,success,time_elapsed,timeout,trial_index,trial_type,error
23,sheppes,,,,0.0-12.0-2.0,,,"<div style=""font-size:60px;"">+</div>",p53ct,,548908,,23,html-keyboard-response,
23,sheppes,,,,0.0-12.0-0.1, ,2367,iaps/7521lp.jpg,p53ct,,551275,,24,image-keyboard-response,
23,sheppes,,,,0.0-12.0-1.1,,,iaps/7521lp.jpg,p53ct,,556282,,25,image-keyboard-response,
23,sheppes,,,,0.0-12.0-2.1,,,"<div style=""font-size:60px;"">+</div>",p53ct,,557290,,26,html-keyboard-response,
23,sheppes,,,,0.0-13.0, ,19707,"<center><p>In this task, we want you to <b>choose</b> between the two strategies that you just learned for each picture that you see. Like in the previous part of the study, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue</p></center>",p53ct,,576997,,27,html-keyboard-response,
23,sheppes,,,,0.0-14.0-0.0,0,6864,iaps/8231lp.jpg,p53ct,,583862,,28,image-button-response,
23,sheppes,,,,0.0-14.0-1.0,,,iaps/8231lp.jpg,p53ct,,588872,,29,image-keyboard-response,
23,sheppes,,,,0.0-14.0-2.0,,,"<div style=""font-size:60px;"">+</div>",p53ct,,589887,,30,html-keyboard-response,
23,sheppes,,,,0.0-14.0-0.1,1,2582,iaps/9921hp.jpg,p53ct,,592469,,31,image-button-response,
23,sheppes,,,,0.0-14.0-1.1,,,iaps/9921hp.jpg,p53ct,,597481,,32,image-keyboard-response,
23,sheppes,,,,0.0-14.0-2.1,,,"<div style=""font-size:60px;"">+</div>",p53ct,,598489,,33,html-keyboard-response,
23,sheppes,,,,0.0-14.0-0.2,1,2968,iaps/3181hp.jpg,p53ct,,601458,,34,image-button-response,
23,sheppes,,,,0.0-14.0-1.2,,,iaps/3181hp.jpg,p53ct,,606477,,35,image-keyboard-response,
23,sheppes,,,,0.0-14.0-2.2,,,"<div style=""font-size:60px;"">+</div>",p53ct,,607487,,36,html-keyboard-response,
23,sheppes,,,,0.0-14.0-0.3,0,2294,iaps/9145lp.jpg,p53ct,,609782,,37,image-button-response,
23,sheppes,,,,0.0-14.0-1.3,,,iaps/9145lp.jpg,p53ct,,614792,,38,image-keyboard-response,
23,sheppes,,,,0.0-14.0-2.3,,,"<div style=""font-size:60px;"">+</div>",p53ct,,615803,,39,html-keyboard-response,
23,sheppes,,,,0.0-15.0, ,7941,"<center><p>You will now see a series of pictures and choose between the two strategies, exactly as you did in the previous task. Again, you will first see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue.</p></center>",p53ct,,623745,,40,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.0,1,2110,iaps/3140h.JPG,p53ct,,625857,,41,image-button-response,
23,sheppes,,,,0.0-16.0-1.0,,,iaps/3140h.JPG,p53ct,,630873,,42,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.0,,,"<div style=""font-size:60px;"">+</div>",p53ct,,631886,,43,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.1,1,2068,iaps/9252h.jpg,p53ct,,633955,,44,image-button-response,
23,sheppes,,,,0.0-16.0-1.1,,,iaps/9252h.jpg,p53ct,,638957,,45,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.1,,,"<div style=""font-size:60px;"">+</div>",p53ct,,639968,,46,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.2,1,3211,iaps/9181h.jpg,p53ct,,643181,,47,image-button-response,
23,sheppes,,,,0.0-16.0-1.2,,,iaps/9181h.jpg,p53ct,,648190,,48,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.2,,,"<div style=""font-size:60px;"">+</div>",p53ct,,649201,,49,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.3,1,4055,iaps/6831h.jpg,p53ct,,653257,,50,image-button-response,
23,sheppes,,,,0.0-16.0-1.3,,,iaps/6831h.jpg,p53ct,,658271,,51,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.3,,,"<div style=""font-size:60px;"">+</div>",p53ct,,659283,,52,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.4,0,4043,iaps/9470l.jpg,p53ct,,663326,,53,image-button-response,
23,sheppes,,,,0.0-16.0-1.4,,,iaps/9470l.jpg,p53ct,,668337,,54,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.4,,,"<div style=""font-size:60px;"">+</div>",p53ct,,669345,,55,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.5,0,2219,iaps/7360l.JPG,p53ct,,671565,,56,image-button-response,
23,sheppes,,,,0.0-16.0-1.5,,,iaps/7360l.JPG,p53ct,,676571,,57,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.5,,,"<div style=""font-size:60px;"">+</div>",p53ct,,677583,,58,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.6,1,3347,iaps/9120l.JPG,p53ct,,680931,,59,image-button-response,
23,sheppes,,,,0.0-16.0-1.6,,,iaps/9120l.JPG,p53ct,,685937,,60,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.6,,,"<div style=""font-size:60px;"">+</div>",p53ct,,686948,,61,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.7,0,1576,iaps/1301l.jpg,p53ct,,688526,,62,image-button-response,
23,sheppes,,,,0.0-16.0-1.7,,,iaps/1301l.jpg,p53ct,,693529,,63,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.7,,,"<div style=""font-size:60px;"">+</div>",p53ct,,694530,,64,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.8,1,1401,iaps/3000h.JPG,p53ct,,695933,,65,image-button-response,
23,sheppes,,,,0.0-16.0-1.8,,,iaps/3000h.JPG,p53ct,,700936,,66,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.8,,,"<div style=""font-size:60px;"">+</div>",p53ct,,701945,,67,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.9,0,2631,iaps/2691l.jpg,p53ct,,704578,,68,image-button-response,
23,sheppes,,,,0.0-16.0-1.9,,,iaps/2691l.jpg,p53ct,,709582,,69,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.9,,,"<div style=""font-size:60px;"">+</div>",p53ct,,710595,,70,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.10,0,1726,iaps/2312l.jpg,p53ct,,712322,,71,image-button-response,
23,sheppes,,,,0.0-16.0-1.10,,,iaps/2312l.jpg,p53ct,,717334,,72,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.10,,,"<div style=""font-size:60px;"">+</div>",p53ct,,718345,,73,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.11,1,1378,iaps/9420h.JPG,p53ct,,719724,,74,image-button-response,
23,sheppes,,,,0.0-16.0-1.11,,,iaps/9420h.JPG,p53ct,,724733,,75,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.11,,,"<div style=""font-size:60px;"">+</div>",p53ct,,725744,,76,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.12,0,1472,iaps/2490l.JPG,p53ct,,727217,,77,image-button-response,
23,sheppes,,,,0.0-16.0-1.12,,,iaps/2490l.JPG,p53ct,,732229,,78,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.12,,,"<div style=""font-size:60px;"">+</div>",p53ct,,733242,,79,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.13,0,1979,iaps/9440l.JPG,p53ct,,735222,,80,image-button-response,
23,sheppes,,,,0.0-16.0-1.13,,,iaps/9440l.JPG,p53ct,,740231,,81,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.13,,,"<div style=""font-size:60px;"">+</div>",p53ct,,741242,,82,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.14,0,1889,iaps/3180h.JPG,p53ct,,743132,,83,image-button-response,
23,sheppes,,,,0.0-16.0-1.14,,,iaps/3180h.JPG,p53ct,,748144,,84,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.14,,,"<div style=""font-size:60px;"">+</div>",p53ct,,749153,,85,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.15,1,6836,iaps/6010l.JPG,p53ct,,755990,,86,image-button-response,
23,sheppes,,,,0.0-16.0-1.15,,,iaps/6010l.JPG,p53ct,,760993,,87,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.15,,,"<div style=""font-size:60px;"">+</div>",p53ct,,762005,,88,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.16,1,849,iaps/9410h.JPG,p53ct,,762855,,89,image-button-response,
23,sheppes,,,,0.0-16.0-1.16,,,iaps/9410h.JPG,p53ct,,767864,,90,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.16,,,"<div style=""font-size:60px;"">+</div>",p53ct,,768872,,91,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.17,1,2076,iaps/6190l.JPG,p53ct,,770949,,92,image-button-response,
23,sheppes,,,,0.0-16.0-1.17,,,iaps/6190l.JPG,p53ct,,775962,,93,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.17,,,"<div style=""font-size:60px;"">+</div>",p53ct,,776973,,94,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.18,1,975,iaps/2053h.JPG,p53ct,,777949,,95,image-button-response,
23,sheppes,,,,0.0-16.0-1.18,,,iaps/2053h.JPG,p53ct,,782962,,96,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.18,,,"<div style=""font-size:60px;"">+</div>",p53ct,,783970,,97,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.19,1,1403,iaps/3230h.JPG,p53ct,,785373,,98,image-button-response,
23,sheppes,,,,0.0-16.0-1.19,,,iaps/3230h.JPG,p53ct,,790378,,99,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.19,,,"<div style=""font-size:60px;"">+</div>",p53ct,,791387,,100,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.20,1,783,iaps/2800h.JPG,p53ct,,792171,,101,image-button-response,
23,sheppes,,,,0.0-16.0-1.20,,,iaps/2800h.JPG,p53ct,,797173,,102,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.20,,,"<div style=""font-size:60px;"">+</div>",p53ct,,798185,,103,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.21,0,1449,iaps/2700l.JPG,p53ct,,799635,,104,image-button-response,
23,sheppes,,,,0.0-16.0-1.21,,,iaps/2700l.JPG,p53ct,,804641,,105,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.21,,,"<div style=""font-size:60px;"">+</div>",p53ct,,805653,,106,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.22,0,2184,iaps/6836l.jpg,p53ct,,807838,,107,image-button-response,
23,sheppes,,,,0.0-16.0-1.22,,,iaps/6836l.jpg,p53ct,,812839,,108,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.22,,,"<div style=""font-size:60px;"">+</div>",p53ct,,813841,,109,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.23,1,759,iaps/3261h.jpg,p53ct,,814601,,110,image-button-response,
23,sheppes,,,,0.0-16.0-1.23,,,iaps/3261h.jpg,p53ct,,819608,,111,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.23,,,"<div style=""font-size:60px;"">+</div>",p53ct,,820618,,112,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.24,1,794,iaps/3150h.JPG,p53ct,,821412,,113,image-button-response,
23,sheppes,,,,0.0-16.0-1.24,,,iaps/3150h.JPG,p53ct,,826420,,114,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.24,,,"<div style=""font-size:60px;"">+</div>",p53ct,,827432,,115,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.25,1,1221,iaps/9160l.JPG,p53ct,,828654,,116,image-button-response,
23,sheppes,,,,0.0-16.0-1.25,,,iaps/9160l.JPG,p53ct,,833669,,117,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.25,,,"<div style=""font-size:60px;"">+</div>",p53ct,,834683,,118,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.26,1,850,iaps/3530h.JPG,p53ct,,835534,,119,image-button-response,
23,sheppes,,,,0.0-16.0-1.26,,,iaps/3530h.JPG,p53ct,,840539,,120,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.26,,,"<div style=""font-size:60px;"">+</div>",p53ct,,841547,,121,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.27,1,736,iaps/3068h.jpg,p53ct,,842285,,122,image-button-response,
23,sheppes,,,,0.0-16.0-1.27,,,iaps/3068h.jpg,p53ct,,847286,,123,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.27,,,"<div style=""font-size:60px;"">+</div>",p53ct,,848301,,124,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.28,0,1705,iaps/2278l.jpg,p53ct,,850007,,125,image-button-response,
23,sheppes,,,,0.0-16.0-1.28,,,iaps/2278l.jpg,p53ct,,855012,,126,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.28,,,"<div style=""font-size:60px;"">+</div>",p53ct,,856027,,127,html-keyboard-response,
23,sheppes,,,,0.0-16.0-0.29,1,773,iaps/9102l.JPG,p53ct,,856802,,128,image-button-response,
23,sheppes,,,,0.0-16.0-1.29,,,iaps/9102l.JPG,p53ct,,861817,,129,image-keyboard-response,
23,sheppes,,,,0.0-16.0-2.29,,,"<div style=""font-size:60px;"">+</div>",p53ct,,862829,,130,html-keyboard-response,
23,sheppes,,,,0.0-17.0,"{'Age': '20', 'Gender': 'woman'}",14320,,p53ct,,877152,,131,survey-text,
23,sheppes,,,,0.0-18.0,0,9182,<h1>End of the experiment.</h1><h2>Many thanks for participating!</h2><p>This experiment was about which emotion regulation strategies people chose to employ depending on how intense a negative experience (or image) is.</p><h1>Press continue to be redirected to Prolific. </h1>,p53ct,,886334,,132,html-button-response,
27,sheppes,[],[],[],0.0-0.0,,,,dy79h,True,2,False,0,preload,
27,sheppes,,,,0.0-1.0,0,16415,"<p> By answering the following questions, you are participating in a study being performed as part of a class by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at vero.boyce@gmail.com. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any information about you other than what you provide here.</p>",dy79h,,16419,,1,html-button-response,
27,sheppes,,,,0.0-2.0, ,23357,"<center><p>In this study, you will be trained to use two emotion regulation strategies. You will then practice using these strategies while viewing a series of images.</p><p><b>Please be aware that the images used in this study contain content that may be unpleasant or disturbing.</b></p><p>Your participation will take approximately 10 minutes. You will receive $2.00 as payment for your participation. <b>You must use a desktop or a laptop computer to complete this study. </b> By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <u>stanfordpsych251@gmail.com</u>. You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. </p><p>Press the spacebar to begin.</p></center>",dy79h,,39778,,2,html-keyboard-response,
27,sheppes,,,,0.0-3.0, ,16881,"<center><p>In this part of the study, you will view a series of pictures and try to change how you feel about each picture by changing the way you think about it. Some pictures might make you feel very negative, while other pictures might make you feel slightly negative or not negative at all. You will be able to choose between two ways or strategies that will help you feel less negative. The next section will explain both strategies and give you the opportunity to practice implementing them. It is important that you try to remember what you are supposed to do in each strategy.</p><p>Press the spacebar to continue.</p></center>",dy79h,,56661,,3,html-keyboard-response,
27,sheppes,,,,0.0-4.0, ,32083,"<center><p>The first strategy is called REAPPRAISAL. This means that you attend to the picture and try to change the meaning of it. That means you think of something to tell yourself about the picture that helps you feel less negative about it. For example, you could tell yourself something about the outcome of the picture, that whatever is going on will soon be resolved, or that help is on the way. You could also focus on a specific detail of the situation that may not be as bad as it first seemed. But we want you to stay focused on the picture and not think of random things that will make you feel better, but rather to change something about the picture that helps you to feel less negative about it. It is very important that when you reappraise you do not think that the picture is fake or a scene from a movie. Think of it as a real situation, and then change the meaning of it. <b>Once again, as soon as the picture is on the screen, keep focusing on the picture, but tell yourself something about it that makes you feel less negative; keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",dy79h,,88745,,4,html-keyboard-response,
27,sheppes,,,,0.0-5.0, ,8984,"<center><p>Now you are going to practice using reappraisal. Once the picture comes up on the screen, please immediately start focusing your thoughts with the goal of feeling less negative, <b>Focus on the picture but think of the meaning of the picture in a way that will help you feel less negative about it.</b></p><p>Press the spacebar to continue</p></center>",dy79h,,97730,,5,html-keyboard-response,
27,sheppes,,,,0.0-6.0-0.0,{'Q0': 'freedom \n'},21221,,dy79h,,118963,,6,survey-text,
27,sheppes,,,,0.0-6.0-1.0, ,13604,"<center><p>Just to give you more ideas, other people thought that they are fighting for their families, they are protecting their country, they stand together for an important goal, their families will be proud of them.</p><p><b>Remember, as soon as the picture is on the screen, keep focusing on the picture but tell yourself something about it that makes you feel less negative, until it disappears from the screen.</b></p><p>Press the spacebar to continue</p></center>",dy79h,,132568,,7,html-keyboard-response,
27,sheppes,,,,0.0-6.0-2.0,{'Q0': 'mom'},11976,,dy79h,,144547,,8,survey-text,
27,sheppes,,,,0.0-7.0, ,29140,"<center><p>The second strategy is called DISTRACTION. This means that you try your best to feel less negative about the picture by thinking of something that is completely unrelated to the picture. There are a few ways you can do this. First, you can think about geometric shapes. For instance, if you see a bloody knife, you can think of a big yellow triangle. Second, you can imagine yourself doing everyday tasks, such as taking a shower or making coffee in the morning. Third, you can imagine your neighborhood or other familiar streets. You could use any one of these ways to distract yourself, which you think will work best in making you feel less negative. You do not have to use the same method to distract all the time. <b>However, it is important that you keep your eyes on the picture and not avert your gaze. As soon as the picture is on the screen, start focusing all of your thoughts on something that is completely unrelated to the picture. Once you have come up with a way to feel less negative, keep repeating it to yourself while the screen is up.</b></p><p>Press the spacebar to continue</p></center>",dy79h,,173689,,9,html-keyboard-response,
27,sheppes,,,,0.0-8.0, ,2905,"<center><p>Now you are going to practice using distraction. Once the picture comes up on the screen, please immediately start focusing and implementing that strategy.</p><p>Press the spacebar to continue</p></center>",dy79h,,176595,,10,html-keyboard-response,
27,sheppes,,,,0.0-9.0-0.0,{'Q0': 'I am thinking of skydiving because the blue suits remind me of indoor skydiving '},36290,,dy79h,,212888,,11,survey-text,
27,sheppes,,,,0.0-9.0-1.0, ,11380,"<center><p>Just to give you more ideas, other people thought of cars passing on a street they know, or about all the steps of making coffee, or about a red triangle. <b>Remember, the moment you see the picture on the screen, start focusing all your thoughts on the distracting object you chose.</b></p><p>Press the spacebar to continue</p></center>",dy79h,,224269,,12,html-keyboard-response,
27,sheppes,,,,0.0-9.0-2.0,"{'Q0': ""I don't know why, but i think about the sun in neither a negative or positive way\n""}",38904,,dy79h,,263177,,13,survey-text,
27,sheppes,,,,0.0-10.0, ,18153,"<center><p>We would now like you to practice using the two strategies you just learned. First, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. Follow the instructions on the screen. The same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that is written under the picture. <b>Please look at the image for the entire time that it appears on the screen. After the time is up, the next image will appear automatically.</b></p><p>Press the spacebar to continue.</p></center>",dy79h,,281331,,14,html-keyboard-response,
27,sheppes,,,,0.0-11.0-0.0, ,2501,iaps/2120lp.jpg,dy79h,,283835,,15,image-keyboard-response,
27,sheppes,,,,0.0-11.0-1.0,,,iaps/2120lp.jpg,dy79h,,288844,,16,image-keyboard-response,
27,sheppes,,,,0.0-11.0-2.0,,,"<div style=""font-size:60px;"">+</div>",dy79h,,289848,,17,html-keyboard-response,
27,sheppes,,,,0.0-11.0-0.1, ,1988,iaps/2703hp.jpg,dy79h,,291837,,18,image-keyboard-response,
27,sheppes,,,,0.0-11.0-1.1,,,iaps/2703hp.jpg,dy79h,,296846,,19,image-keyboard-response,
27,sheppes,,,,0.0-11.0-2.1,,,"<div style=""font-size:60px;"">+</div>",dy79h,,297851,,20,html-keyboard-response,
27,sheppes,,,,0.0-12.0-0.0, ,1995,iaps/7521lp.jpg,dy79h,,299847,,21,image-keyboard-response,
27,sheppes,,,,0.0-12.0-1.0,,,iaps/7521lp.jpg,dy79h,,304850,,22,image-keyboard-response,
27,sheppes,,,,0.0-12.0-2.0,,,"<div style=""font-size:60px;"">+</div>",dy79h,,305854,,23,html-keyboard-response,
27,sheppes,,,,0.0-12.0-0.1, ,1653,iaps/3051hp.jpg,dy79h,,307508,,24,image-keyboard-response,
27,sheppes,,,,0.0-12.0-1.1, ,1106,iaps/3051hp.jpg,dy79h,,312512,,25,image-keyboard-response,
27,sheppes,,,,0.0-12.0-2.1,,,"<div style=""font-size:60px;"">+</div>",dy79h,,313518,,26,html-keyboard-response,
27,sheppes,,,,0.0-13.0, ,9456,"<center><p>In this task, we want you to <b>choose</b> between the two strategies that you just learned for each picture that you see. Like in the previous part of the study, you will see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue</p></center>",dy79h,,322975,,27,html-keyboard-response,
27,sheppes,,,,0.0-14.0-0.0,0,5288,iaps/3181hp.jpg,dy79h,,328266,,28,image-button-response,
27,sheppes,,,,0.0-14.0-1.0, ,2937,iaps/3181hp.jpg,dy79h,,333276,,29,image-keyboard-response,
27,sheppes,,,,0.0-14.0-2.0,,,"<div style=""font-size:60px;"">+</div>",dy79h,,334277,,30,html-keyboard-response,
27,sheppes,,,,0.0-14.0-0.1,1,7220,iaps/9145lp.jpg,dy79h,,341500,,31,image-button-response,
27,sheppes,,,,0.0-14.0-1.1, ,4808,iaps/9145lp.jpg,dy79h,,346506,,32,image-keyboard-response,
27,sheppes,,,,0.0-14.0-2.1,,,"<div style=""font-size:60px;"">+</div>",dy79h,,347508,,33,html-keyboard-response,
27,sheppes,,,,0.0-14.0-0.2,0,2158,iaps/8231lp.jpg,dy79h,,349667,,34,image-button-response,
27,sheppes,,,,0.0-14.0-1.2, ,1519,iaps/8231lp.jpg,dy79h,,354675,,35,image-keyboard-response,
27,sheppes,,,,0.0-14.0-2.2,,,"<div style=""font-size:60px;"">+</div>",dy79h,,355678,,36,html-keyboard-response,
27,sheppes,,,,0.0-14.0-0.3,1,3622,iaps/9921hp.jpg,dy79h,,359302,,37,image-button-response,
27,sheppes,,,,0.0-14.0-1.3, ,1296,iaps/9921hp.jpg,dy79h,,364311,,38,image-keyboard-response,
27,sheppes,,,,0.0-14.0-2.3,,,"<div style=""font-size:60px;"">+</div>",dy79h,,365312,,39,html-keyboard-response,
27,sheppes,,,,0.0-15.0, ,1986,"<center><p>You will now see a series of pictures and choose between the two strategies, exactly as you did in the previous task. Again, you will first see a fixation cross. Please just attend to it. Then, a picture will flash on the screen for a very brief period of time. You will then <b>select which regulation strategy to use</b> using buttons at the bottom of the screen. As soon as you select the strategy, the same picture that you saw briefly will then appear for an extended time. As soon as you see it, start implementing the strategy that you selected.</p><p>There are no right or wrong answers, so do not be concerned about keeping a balance between your choices. You can choose whatever strategies you want during the task. This is completely your choice. Consider both strategies and pick the one that you think will make you feel less negative. Make your choice and start controlling your emotions when you see the image appear again. <b>It is important that you keep your eyes on the picture and not avert your gaze.</b></p><p>Press the spacebar to continue.</p></center>",dy79h,,367299,,40,html-keyboard-response,
27,sheppes,,,,0.0-16.0-0.0,1,6852,iaps/9440l.JPG,dy79h,,374153,,41,image-button-response,
27,sheppes,,,,0.0-16.0-1.0, ,1354,iaps/9440l.JPG,dy79h,,379162,,42,image-keyboard-response,
27,sheppes,,,,0.0-16.0-2.0,,,"<div style=""font-size:60px;"">+</div>",dy79h,,380164,,43,html-keyboard-response,
27,sheppes,,,,0.0-16.0-0.1,0,2372,iaps/1301l.jpg,dy79h,,382537,,44,image-button-response,
27,sheppes,,,,0.0-16.0-1.1, ,551,iaps/1301l.jpg,dy79h,,387546,,45,image-keyboard-response,
27,sheppes,,,,0.0-16.0-2.1,,,"<div style=""font-size:60px;"">+</div>",dy79h,,388549,,46,html-keyboard-response,
27,sheppes,,,,0.0-16.0-0.2,0,2588,iaps/2700l.JPG,dy79h,,391138,,47,image-button-response,
27,sheppes,,,,0.0-16.0-1.2,,,iaps/2700l.JPG,dy79h,,396143,,48,image-keyboard-response,
27,sheppes,,,,0.0-16.0-2.2,,,"<div style=""font-size:60px;"">+</div>",dy79h,,397146,,49,html-keyboard-response,
27,sheppes,,,,0.0-16.0-0.3,0,2224,iaps/9410h.JPG,dy79h,,399372,,50,image-button-response,
27,sheppes,,,,0.0-16.0-1.3, ,2139,iaps/9410h.JPG,dy79h,,404377,,51,image-keyboard-response,
27,sheppes,,,,0.0-16.0-2.3,,,"<div style=""font-size:60px;"">+</div>",dy79h,,405381,,52,html-keyboard-response,
27,sheppes,,,,0.0-16.0-0.4,0,1608,iaps/9120l.JPG,dy79h,,406990,,53,image-button-response,
27,sheppes,,,,0.0-16.0-1.4,,,iaps/9120l.JPG,dy79h,,412000,,54,image-keyboard-response,
27,sheppes,,,,0.0-16.0-2.4,,,"<div style=""font-size:60px;"">+</div>",dy79h,,413005,,55,html-keyboard-response,
27,sheppes,,,,0.0-16.0-0.5,1,3302,iaps/9102l.JPG,dy79h,,416309,,56,image-button-response,
27,sheppes,,,,0.0-16.0-1.5,,,iaps/9102l.JPG,dy79h,,421317,,57,image-keyboard-response,
27,sheppes,,,,0.0-16.0-2.5,,,"<div style=""font-size:60px;"">+</div>",dy79h,,422320,,58,html-keyboard-response,
27,sheppes,,,,0.0-16.0-0.6,1,1754,iaps/6836l.jpg,dy79h,,424074,,59,image-button-response,
27,sheppes,,,,0.0-16.0-1.6,,,iaps/6836l.jpg,dy79h,,429084,,60,image-keyboard-response,
27,sheppes,,,,0.0-16.0-2.6,,,"<div style=""font-size:60px;"">+</div>",dy79h,,430091,,61,html-keyboard-response,
27,sheppes,,,,0.0-16.0-0.7,1,12917,iaps/9252h.jpg,dy79h,,443010,,62,image-button-response,
27,sheppes,,,,0.0-16.0-1.7,,,iaps/9252h.jpg,dy79h,,448020,,63,image-keyboard-response,
27,sheppes,,,,0.0-16.0-2.7,,,"<div style=""font-size:60px;"">+</div>",dy79h,,449023,,64,html-keyboard-response,
